# Citizen Ledger — special districts — COMPLETE LAYER EXPORT
# Source dataset: California State Controller — special districts financial transactions reports, as filed
# Accounting basis: Reported as filed with the State Controller, by fund class
# Gate tier: AS FILED — UNRECONCILED. Three of the four fund-class buckets have no published total to check against: for enterprise, internal-service and conduit funds the Controller publishes operating and nonoperating components and never their sum. A control exists for the governmental bucket only. No figure in this file has been verified against an independently published total
# Units: as-filed dollars
# Measured as: REPORTED AS FILED WITH THE STATE CONTROLLER, BY FUND CLASS · AS-FILED DOLLARS · NOMINAL AS PUBLISHED · ALL SHIPPED YEARS · AS FILED
# Data generated: 2026-07-26
# Exported: 2026-07-28
# Absent values: Empty cell = not published by the source. It is NOT zero. A real reported zero is written as 0.
# Licence: CC0 1.0 Universal (public domain). Cite freely; no permission needed.
# Stability: This file's SHAPE is not stable. The Ledger is actively developed: columns may be added, renamed or split as layers change. Pin a copy if you need reproducibility. The DATA is CC0 and that does not change.
# Schema: bulk/SCHEMA.md · Method: about.html · Findings: findings.html
# Fund-class columns: gov = governmental funds; ent = enterprise funds; isf = internal service funds; cf = conduit financing
# filing_status is the Controller's own per-year code for that district; '-' means no filing is recorded for that year.
# An entity-year with no filing at all is omitted rather than written as zero.
slug,name,county,activity,district_type,fiscal_year,filing_status,exp_gov_usd,exp_ent_usd,exp_isf_usd,exp_cf_usd,rev_gov_usd,rev_ent_usd,rev_isf_usd,rev_cf_usd
agoura-hills-improvement-authority,Agoura Hills Improvement Authority,Los Angeles,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2021-22,F,912375,0,0,0,913611,0,0,0
agoura-hills-improvement-authority,Agoura Hills Improvement Authority,Los Angeles,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2022-23,F,917075,0,0,0,915261,0,0,0
agoura-hills-improvement-authority,Agoura Hills Improvement Authority,Los Angeles,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2023-24,F,1295853,0,0,0,1104440,0,0,0
agua-mansa-industrial-growth-association,Agua Mansa Industrial Growth Association,San Bernardino,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2016-17,F,317607,0,0,0,317607,0,0,0
agua-mansa-industrial-growth-association,Agua Mansa Industrial Growth Association,San Bernardino,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2017-18,F,340943,0,0,0,340943,0,0,0
agua-mansa-industrial-growth-association,Agua Mansa Industrial Growth Association,San Bernardino,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2018-19,F,336213,0,0,0,336213,0,0,0
agua-mansa-industrial-growth-association,Agua Mansa Industrial Growth Association,San Bernardino,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2019-20,F,336354,0,0,0,336354,0,0,0
agua-mansa-industrial-growth-association,Agua Mansa Industrial Growth Association,San Bernardino,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2021-22,F,394061,0,0,0,394061,0,0,0
aiden-park-permanent-road-division-no-1909-shasta,Aiden Park Permanent Road Division No. 1909 (Shasta),Shasta,Permanent Road Division,Dependent,2017-18,F,292,0,0,0,3308,0,0,0
aiden-park-permanent-road-division-no-1909-shasta,Aiden Park Permanent Road Division No. 1909 (Shasta),Shasta,Permanent Road Division,Dependent,2018-19,F,1563,0,0,0,3439,0,0,0
aiden-park-permanent-road-division-no-1909-shasta,Aiden Park Permanent Road Division No. 1909 (Shasta),Shasta,Permanent Road Division,Dependent,2019-20,F,387,0,0,0,3537,0,0,0
aiden-park-permanent-road-division-no-1909-shasta,Aiden Park Permanent Road Division No. 1909 (Shasta),Shasta,Permanent Road Division,Dependent,2020-21,F,-113,0,0,0,3374,0,0,0
aiden-park-permanent-road-division-no-1909-shasta,Aiden Park Permanent Road Division No. 1909 (Shasta),Shasta,Permanent Road Division,Dependent,2021-22,F,548,0,0,0,2306,0,0,0
aiden-park-permanent-road-division-no-1909-shasta,Aiden Park Permanent Road Division No. 1909 (Shasta),Shasta,Permanent Road Division,Dependent,2022-23,F,420,0,0,0,3424,0,0,0
aiden-park-permanent-road-division-no-1909-shasta,Aiden Park Permanent Road Division No. 1909 (Shasta),Shasta,Permanent Road Division,Dependent,2023-24,F,567,0,0,0,4701,0,0,0
airport-neighborhood-lighting-district,Airport Neighborhood Lighting District,Stanislaus,Highway Lighting,Dependent,2016-17,F,26870,0,0,0,33418,0,0,0
airport-neighborhood-lighting-district,Airport Neighborhood Lighting District,Stanislaus,Highway Lighting,Dependent,2017-18,F,26300,0,0,0,38718,0,0,0
airport-neighborhood-lighting-district,Airport Neighborhood Lighting District,Stanislaus,Highway Lighting,Dependent,2018-19,F,25468,0,0,0,38671,0,0,0
airport-neighborhood-lighting-district,Airport Neighborhood Lighting District,Stanislaus,Highway Lighting,Dependent,2019-20,F,25745,0,0,0,41429,0,0,0
airport-neighborhood-lighting-district,Airport Neighborhood Lighting District,Stanislaus,Highway Lighting,Dependent,2020-21,F,26367,0,0,0,37861,0,0,0
airport-neighborhood-lighting-district,Airport Neighborhood Lighting District,Stanislaus,Highway Lighting,Dependent,2021-22,F,27326,0,0,0,33489,0,0,0
airport-neighborhood-lighting-district,Airport Neighborhood Lighting District,Stanislaus,Highway Lighting,Dependent,2022-23,F,27186,0,0,0,41359,0,0,0
airport-neighborhood-lighting-district,Airport Neighborhood Lighting District,Stanislaus,Highway Lighting,Dependent,2023-24,F,25924,0,0,0,46320,0,0,0
alameda-alliance-joint-powers-authority,Alameda Alliance Joint Powers Authority,Alameda,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2016-17,F,22131935,0,0,0,23618122,0,0,0
alameda-alliance-joint-powers-authority,Alameda Alliance Joint Powers Authority,Alameda,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2017-18,F,20993392,0,0,0,22750382,0,0,0
alameda-alliance-joint-powers-authority,Alameda Alliance Joint Powers Authority,Alameda,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2018-19,F,24984290,0,0,0,24173603,0,0,0
alameda-alliance-joint-powers-authority,Alameda Alliance Joint Powers Authority,Alameda,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2019-20,F,25210030,0,0,0,25041364,0,0,0
alameda-alliance-joint-powers-authority,Alameda Alliance Joint Powers Authority,Alameda,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2020-21,F,28491085,0,0,0,26966077,0,0,0
alameda-contra-costa-schools-financing-authority,Alameda-Contra Costa Schools Financing Authority,Alameda,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2016-17,F,282865,0,0,0,16825294,0,0,0
alameda-contra-costa-schools-financing-authority,Alameda-Contra Costa Schools Financing Authority,Alameda,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2017-18,F,295833,0,0,0,295833,0,0,0
alameda-contra-costa-schools-financing-authority,Alameda-Contra Costa Schools Financing Authority,Alameda,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2018-19,F,303662,0,0,0,303662,0,0,0
alameda-contra-costa-schools-financing-authority,Alameda-Contra Costa Schools Financing Authority,Alameda,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2019-20,L,305246,0,0,0,305246,0,0,0
alameda-contra-costa-schools-financing-authority,Alameda-Contra Costa Schools Financing Authority,Alameda,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2020-21,L,303344,0,0,0,303344,0,0,0
alameda-contra-costa-schools-financing-authority,Alameda-Contra Costa Schools Financing Authority,Alameda,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2021-22,L,312992,0,0,0,312992,0,0,0
alameda-contra-costa-schools-financing-authority,Alameda-Contra Costa Schools Financing Authority,Alameda,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2022-23,F,320631,0,0,0,320631,0,0,0
alameda-contra-costa-schools-financing-authority,Alameda-Contra Costa Schools Financing Authority,Alameda,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2023-24,F,173486,0,0,0,173486,0,0,0
alameda-contra-costa-transit-district,Alameda-Contra Costa Transit District,Alameda,Transit,Independent,2017-18,F,0,478019918,0,0,0,442860803,0,0
alameda-contra-costa-transit-district,Alameda-Contra Costa Transit District,Alameda,Transit,Independent,2018-19,F,0,506535606,0,0,0,481422073,0,0
alameda-contra-costa-transit-district,Alameda-Contra Costa Transit District,Alameda,Transit,Independent,2019-20,F,0,538364156,0,0,0,503510328,0,0
alameda-contra-costa-transit-district,Alameda-Contra Costa Transit District,Alameda,Transit,Independent,2020-21,F,0,494003998,0,0,0,518748658,0,0
alameda-contra-costa-transit-district,Alameda-Contra Costa Transit District,Alameda,Transit,Independent,2021-22,F,0,521019003,0,0,0,538222019,0,0
alameda-contra-costa-transit-district,Alameda-Contra Costa Transit District,Alameda,Transit,Independent,2022-23,F,0,601180843,0,0,0,580740733,0,0
alameda-contra-costa-transit-district,Alameda-Contra Costa Transit District,Alameda,Transit,Independent,2023-24,F,0,567839766,0,0,0,608063488,0,0
alameda-contra-costa-transit-financing-corporation,Alameda-Contra Costa Transit Financing Corporation,Alameda,Nonprofit Corporation,Nonprofit Corporation,2016-17,F,0,746000,0,0,0,891000,0,0
alameda-contra-costa-transit-financing-corporation,Alameda-Contra Costa Transit Financing Corporation,Alameda,Nonprofit Corporation,Nonprofit Corporation,2017-18,F,0,750000,0,0,0,734000,0,0
alameda-contra-costa-transit-financing-corporation,Alameda-Contra Costa Transit Financing Corporation,Alameda,Nonprofit Corporation,Nonprofit Corporation,2018-19,F,0,684379,0,0,0,686861,0,0
alameda-contra-costa-transit-financing-corporation,Alameda-Contra Costa Transit Financing Corporation,Alameda,Nonprofit Corporation,Nonprofit Corporation,2019-20,F,0,784653,0,0,0,1059292,0,0
alameda-contra-costa-transit-financing-corporation,Alameda-Contra Costa Transit Financing Corporation,Alameda,Nonprofit Corporation,Nonprofit Corporation,2020-21,L,0,383000,0,0,0,341000,0,0
alameda-contra-costa-transit-financing-corporation,Alameda-Contra Costa Transit Financing Corporation,Alameda,Nonprofit Corporation,Nonprofit Corporation,2021-22,L,0,400000,0,0,0,340000,0,0
alameda-contra-costa-transit-financing-corporation,Alameda-Contra Costa Transit Financing Corporation,Alameda,Nonprofit Corporation,Nonprofit Corporation,2022-23,L,0,373000,0,0,0,332000,0,0
alameda-contra-costa-transit-financing-corporation,Alameda-Contra Costa Transit Financing Corporation,Alameda,Nonprofit Corporation,Nonprofit Corporation,2023-24,F,0,353833,0,0,0,313856,0,0
alameda-corridor-transportation-authority,Alameda Corridor Transportation Authority,Los Angeles,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2017-18,F,0,140264045,0,0,0,121639686,0,0
alameda-corridor-transportation-authority,Alameda Corridor Transportation Authority,Los Angeles,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2018-19,F,0,142083703,0,0,0,125864880,0,0
alameda-corridor-transportation-authority,Alameda Corridor Transportation Authority,Los Angeles,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2019-20,F,0,145325387,0,0,0,117379321,0,0
alameda-corridor-transportation-authority,Alameda Corridor Transportation Authority,Los Angeles,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2020-21,F,0,148825115,0,0,0,130085737,0,0
alameda-corridor-transportation-authority,Alameda Corridor Transportation Authority,Los Angeles,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2021-22,F,0,159414162,0,0,0,107147730,0,0
alameda-corridor-transportation-authority,Alameda Corridor Transportation Authority,Los Angeles,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2022-23,F,0,178371703,0,0,0,116850259,0,0
alameda-corridor-transportation-authority,Alameda Corridor Transportation Authority,Los Angeles,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2023-24,F,0,256889845,0,0,0,140041286,0,0
alameda-county-abandoned-vehicle-abatement-authority,Alameda County Abandoned Vehicle Abatement Authority,Alameda,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2016-17,F,1357374,0,0,0,1357374,0,0,0
alameda-county-abandoned-vehicle-abatement-authority,Alameda County Abandoned Vehicle Abatement Authority,Alameda,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2017-18,F,1352439,0,0,0,1352439,0,0,0
alameda-county-abandoned-vehicle-abatement-authority,Alameda County Abandoned Vehicle Abatement Authority,Alameda,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2018-19,F,1416134,0,0,0,1416134,0,0,0
alameda-county-abandoned-vehicle-abatement-authority,Alameda County Abandoned Vehicle Abatement Authority,Alameda,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2019-20,F,1351912,0,0,0,1351912,0,0,0
alameda-county-abandoned-vehicle-abatement-authority,Alameda County Abandoned Vehicle Abatement Authority,Alameda,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2020-21,F,1379171,0,0,0,1379171,0,0,0
alameda-county-abandoned-vehicle-abatement-authority,Alameda County Abandoned Vehicle Abatement Authority,Alameda,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2021-22,F,1326881,0,0,0,1326881,0,0,0
alameda-county-abandoned-vehicle-abatement-authority,Alameda County Abandoned Vehicle Abatement Authority,Alameda,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2022-23,F,1167224,0,0,0,1167224,0,0,0
alameda-county-abandoned-vehicle-abatement-authority,Alameda County Abandoned Vehicle Abatement Authority,Alameda,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2023-24,F,1019007,0,0,0,1019007,0,0,0
alameda-county-fire-department,Alameda County Fire Department,Alameda,Fire Protection,Dependent,2016-17,F,125080876,0,0,0,131792638,0,0,0
alameda-county-fire-department,Alameda County Fire Department,Alameda,Fire Protection,Dependent,2017-18,F,126327359,0,0,0,136111752,0,0,0
alameda-county-fire-department,Alameda County Fire Department,Alameda,Fire Protection,Dependent,2018-19,F,132561603,0,0,0,146254279,0,0,0
alameda-county-fire-department,Alameda County Fire Department,Alameda,Fire Protection,Dependent,2019-20,F,134820805,0,0,0,148957214,0,0,0
alameda-county-fire-department,Alameda County Fire Department,Alameda,Fire Protection,Dependent,2020-21,F,145789305,0,0,0,154931613,0,0,0
alameda-county-fire-department,Alameda County Fire Department,Alameda,Fire Protection,Dependent,2021-22,F,157824473,0,0,0,158505672,0,0,0
alameda-county-fire-department,Alameda County Fire Department,Alameda,Fire Protection,Dependent,2022-23,F,164068916,0,0,0,167376917,0,0,0
alameda-county-fire-department,Alameda County Fire Department,Alameda,Fire Protection,Dependent,2023-24,F,171445008,0,0,0,185606384,0,0,0
alameda-county-flood-control-and-water-conservation-district,Alameda County Flood Control and Water Conservation District,Alameda,Flood Control and Water Conservation,Dependent,2016-17,F,54442655,0,0,0,50402061,0,0,0
alameda-county-flood-control-and-water-conservation-district,Alameda County Flood Control and Water Conservation District,Alameda,Flood Control and Water Conservation,Dependent,2017-18,F,43112731,0,0,0,58233000,0,0,0
alameda-county-flood-control-and-water-conservation-district,Alameda County Flood Control and Water Conservation District,Alameda,Flood Control and Water Conservation,Dependent,2018-19,F,40695695,0,0,0,60596940,0,0,0
alameda-county-flood-control-and-water-conservation-district,Alameda County Flood Control and Water Conservation District,Alameda,Flood Control and Water Conservation,Dependent,2019-20,F,47353653,0,0,0,65434566,0,0,0
alameda-county-flood-control-and-water-conservation-district,Alameda County Flood Control and Water Conservation District,Alameda,Flood Control and Water Conservation,Dependent,2020-21,F,56404359,0,0,0,68124524,0,0,0
alameda-county-flood-control-and-water-conservation-district,Alameda County Flood Control and Water Conservation District,Alameda,Flood Control and Water Conservation,Dependent,2021-22,F,50346027,0,0,0,64978601,0,0,0
alameda-county-flood-control-and-water-conservation-district,Alameda County Flood Control and Water Conservation District,Alameda,Flood Control and Water Conservation,Dependent,2022-23,F,57173179,0,0,0,73634336,0,0,0
alameda-county-flood-control-and-water-conservation-district,Alameda County Flood Control and Water Conservation District,Alameda,Flood Control and Water Conservation,Dependent,2023-24,F,59158331,0,0,0,93129744,0,0,0
alameda-county-joint-powers-authority,Alameda County Joint Powers Authority,Alameda,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2016-17,F,96565569,0,0,0,54503163,0,0,0
alameda-county-joint-powers-authority,Alameda County Joint Powers Authority,Alameda,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2017-18,F,148485763,0,0,0,60132806,0,0,0
alameda-county-joint-powers-authority,Alameda County Joint Powers Authority,Alameda,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2018-19,F,97105716,0,0,0,73624966,0,0,0
alameda-county-joint-powers-authority,Alameda County Joint Powers Authority,Alameda,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2019-20,F,99124975,0,0,0,105382445,0,0,0
alameda-county-joint-powers-authority,Alameda County Joint Powers Authority,Alameda,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2020-21,F,91787748,0,0,0,117957282,0,0,0
alameda-county-joint-powers-authority,Alameda County Joint Powers Authority,Alameda,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2021-22,F,71757979,0,0,0,79125213,0,0,0
alameda-county-joint-powers-authority,Alameda County Joint Powers Authority,Alameda,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2022-23,F,67054042,0,0,0,77285403,0,0,0
alameda-county-joint-powers-authority,Alameda County Joint Powers Authority,Alameda,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2023-24,F,146365698,0,0,0,80362091,0,0,0
alameda-county-mosquito-abatement-district,Alameda County Mosquito Abatement District,Alameda,Mosquito Abatement,Independent,2016-17,F,3479710,0,0,0,4366903,0,0,0
alameda-county-mosquito-abatement-district,Alameda County Mosquito Abatement District,Alameda,Mosquito Abatement,Independent,2017-18,F,3979792,0,0,0,4623350,0,0,0
alameda-county-mosquito-abatement-district,Alameda County Mosquito Abatement District,Alameda,Mosquito Abatement,Independent,2018-19,F,3987822,0,0,0,4922549,0,0,0
alameda-county-mosquito-abatement-district,Alameda County Mosquito Abatement District,Alameda,Mosquito Abatement,Independent,2019-20,F,4186842,0,0,0,5146702,0,0,0
alameda-county-mosquito-abatement-district,Alameda County Mosquito Abatement District,Alameda,Mosquito Abatement,Independent,2020-21,F,3845266,0,0,0,5406554,0,0,0
alameda-county-mosquito-abatement-district,Alameda County Mosquito Abatement District,Alameda,Mosquito Abatement,Independent,2021-22,F,4040063,0,0,0,5195433,0,0,0
alameda-county-mosquito-abatement-district,Alameda County Mosquito Abatement District,Alameda,Mosquito Abatement,Independent,2022-23,F,4526592,0,0,0,6000518,0,0,0
alameda-county-mosquito-abatement-district,Alameda County Mosquito Abatement District,Alameda,Mosquito Abatement,Independent,2023-24,F,5777946,0,0,0,6605664,0,0,0
alameda-county-public-facilities-corporation,Alameda County Public Facilities Corporation,Alameda,Nonprofit Corporation,Nonprofit Corporation,2016-17,F,5737097,0,0,0,5802565,0,0,0
alameda-county-public-facilities-corporation,Alameda County Public Facilities Corporation,Alameda,Nonprofit Corporation,Nonprofit Corporation,2017-18,F,12443226,0,0,0,5846165,0,0,0
alameda-county-public-facilities-corporation,Alameda County Public Facilities Corporation,Alameda,Nonprofit Corporation,Nonprofit Corporation,2018-19,F,5737894,0,0,0,5872874,0,0,0
alameda-county-public-facilities-corporation,Alameda County Public Facilities Corporation,Alameda,Nonprofit Corporation,Nonprofit Corporation,2019-20,F,3127144,0,0,0,3250630,0,0,0
alameda-county-public-facilities-corporation,Alameda County Public Facilities Corporation,Alameda,Nonprofit Corporation,Nonprofit Corporation,2020-21,F,3129269,0,0,0,3132998,0,0,0
alameda-county-public-facilities-corporation,Alameda County Public Facilities Corporation,Alameda,Nonprofit Corporation,Nonprofit Corporation,2021-22,F,3118009,0,0,0,2076125,0,0,0
alameda-county-public-facilities-corporation,Alameda County Public Facilities Corporation,Alameda,Nonprofit Corporation,Nonprofit Corporation,2022-23,F,,,,,70329,0,0,0
alameda-county-public-facilities-corporation,Alameda County Public Facilities Corporation,Alameda,Nonprofit Corporation,Nonprofit Corporation,2023-24,F,3192082,0,0,0,79102,0,0,0
alameda-county-resource-conservation-district,Alameda County Resource Conservation District,Alameda,Resource Conservation,Independent,2016-17,F,1639512,0,0,0,1642452,0,0,0
alameda-county-resource-conservation-district,Alameda County Resource Conservation District,Alameda,Resource Conservation,Independent,2017-18,F,1534471,0,0,0,1563265,0,0,0
alameda-county-resource-conservation-district,Alameda County Resource Conservation District,Alameda,Resource Conservation,Independent,2018-19,F,1869077,0,0,0,1905924,0,0,0
alameda-county-resource-conservation-district,Alameda County Resource Conservation District,Alameda,Resource Conservation,Independent,2019-20,L,2002868,0,0,0,2042848,0,0,0
alameda-county-resource-conservation-district,Alameda County Resource Conservation District,Alameda,Resource Conservation,Independent,2020-21,L,1854220,0,0,0,1874563,0,0,0
alameda-county-resource-conservation-district,Alameda County Resource Conservation District,Alameda,Resource Conservation,Independent,2021-22,L,2478855,0,0,0,2502168,0,0,0
alameda-county-resource-conservation-district,Alameda County Resource Conservation District,Alameda,Resource Conservation,Independent,2022-23,L,2136139,0,0,0,2186897,0,0,0
alameda-county-resource-conservation-district,Alameda County Resource Conservation District,Alameda,Resource Conservation,Independent,2023-24,L,2335592,0,0,0,2233014,0,0,0
alameda-county-schools-insurance-group,Alameda County Schools Insurance Group,Alameda,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2016-17,F,152129110,0,0,0,160004730,0,0,0
alameda-county-schools-insurance-group,Alameda County Schools Insurance Group,Alameda,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2017-18,F,0,158538548,0,0,0,164705298,0,0
alameda-county-schools-insurance-group,Alameda County Schools Insurance Group,Alameda,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2018-19,F,0,148122967,0,0,0,158737868,0,0
alameda-county-schools-insurance-group,Alameda County Schools Insurance Group,Alameda,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2019-20,F,0,132905323,0,0,0,145229686,0,0
alameda-county-schools-insurance-group,Alameda County Schools Insurance Group,Alameda,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2020-21,F,0,155356494,0,0,0,161224332,0,0
alameda-county-schools-insurance-group,Alameda County Schools Insurance Group,Alameda,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2021-22,F,0,162823680,0,0,0,164717110,0,0
alameda-county-schools-insurance-group,Alameda County Schools Insurance Group,Alameda,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2022-23,F,0,173310429,0,0,0,177882790,0,0
alameda-county-schools-insurance-group,Alameda County Schools Insurance Group,Alameda,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2023-24,F,0,187037695,0,0,0,190336914,0,0
alameda-county-transportation-commission,Alameda County Transportation Commission,Alameda,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2017-18,F,298290623,0,0,0,371417437,0,0,0
alameda-county-transportation-commission,Alameda County Transportation Commission,Alameda,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2018-19,F,328336558,0,0,0,405702446,0,0,0
alameda-county-transportation-commission,Alameda County Transportation Commission,Alameda,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2019-20,F,379659222,0,0,0,370348233,0,0,0
alameda-county-transportation-commission,Alameda County Transportation Commission,Alameda,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2020-21,F,350314085,0,0,0,392425029,0,0,0
alameda-county-transportation-commission,Alameda County Transportation Commission,Alameda,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2021-22,F,382982069,0,0,0,425420071,0,0,0
alameda-county-transportation-commission,Alameda County Transportation Commission,Alameda,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2022-23,F,423108818,0,0,0,486376543,0,0,0
alameda-county-transportation-commission,Alameda County Transportation Commission,Alameda,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2023-24,F,430329727,0,0,0,605011530,0,0,0
alameda-county-waste-management-authority-and-source-reduction-recycling-board,Alameda County Waste Management Authority and Source Reduction Recycling Board,Alameda,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2016-17,F,0,26949277,0,0,0,29284695,0,0
alameda-county-waste-management-authority-and-source-reduction-recycling-board,Alameda County Waste Management Authority and Source Reduction Recycling Board,Alameda,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2017-18,F,0,23413172,0,0,0,26683839,0,0
alameda-county-waste-management-authority-and-source-reduction-recycling-board,Alameda County Waste Management Authority and Source Reduction Recycling Board,Alameda,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2018-19,F,0,22543036,0,0,0,29969005,0,0
alameda-county-waste-management-authority-and-source-reduction-recycling-board,Alameda County Waste Management Authority and Source Reduction Recycling Board,Alameda,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2019-20,F,0,24198231,0,0,0,26199051,0,0
alameda-county-waste-management-authority-and-source-reduction-recycling-board,Alameda County Waste Management Authority and Source Reduction Recycling Board,Alameda,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2020-21,F,0,21922521,0,0,0,23790088,0,0
alameda-county-waste-management-authority-and-source-reduction-recycling-board,Alameda County Waste Management Authority and Source Reduction Recycling Board,Alameda,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2021-22,F,0,15751109,0,0,0,24088686,0,0
