# Citizen Ledger — special districts — COMPLETE LAYER EXPORT
# Source dataset: California State Controller — special districts financial transactions reports, as filed
# Accounting basis: Reported as filed with the State Controller, by fund class
# Gate tier: AS FILED — UNRECONCILED. Three of the four fund-class buckets have no published total to check against: for enterprise, internal-service and conduit funds the Controller publishes operating and nonoperating components and never their sum. A control exists for the governmental bucket only. No figure in this file has been verified against an independently published total
# Units: as-filed dollars
# Measured as: REPORTED AS FILED WITH THE STATE CONTROLLER, BY FUND CLASS · AS-FILED DOLLARS · NOMINAL AS PUBLISHED · ALL SHIPPED YEARS · AS FILED
# Data generated: 2026-07-26
# Exported: 2026-07-28
# Absent values: Empty cell = not published by the source. It is NOT zero. A real reported zero is written as 0.
# Licence: CC0 1.0 Universal (public domain). Cite freely; no permission needed.
# Stability: This file's SHAPE is not stable. The Ledger is actively developed: columns may be added, renamed or split as layers change. Pin a copy if you need reproducibility. The DATA is CC0 and that does not change.
# Schema: bulk/SCHEMA.md · Method: about.html · Findings: findings.html
# Fund-class columns: gov = governmental funds; ent = enterprise funds; isf = internal service funds; cf = conduit financing
# filing_status is the Controller's own per-year code for that district; '-' means no filing is recorded for that year.
# An entity-year with no filing at all is omitted rather than written as zero.
slug,name,county,activity,district_type,fiscal_year,filing_status,exp_gov_usd,exp_ent_usd,exp_isf_usd,exp_cf_usd,rev_gov_usd,rev_ent_usd,rev_isf_usd,rev_cf_usd
monterey-bay-area-self-insurance-authority,Monterey Bay Area Self-Insurance Authority,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2019-20,F,0,7863604,0,0,0,9308776,0,0
monterey-bay-area-self-insurance-authority,Monterey Bay Area Self-Insurance Authority,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2020-21,F,0,11708534,0,0,0,9876043,0,0
monterey-bay-area-self-insurance-authority,Monterey Bay Area Self-Insurance Authority,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2021-22,F,0,11372014,0,0,0,13471064,0,0
monterey-bay-area-self-insurance-authority,Monterey Bay Area Self-Insurance Authority,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2022-23,F,0,14819301,0,0,0,14442758,0,0
monterey-bay-area-self-insurance-authority,Monterey Bay Area Self-Insurance Authority,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2023-24,F,0,12431819,0,0,0,20031432,0,0
monterey-bay-unified-air-pollution-control-district,Monterey Bay Unified Air Pollution Control District,Monterey,Air Pollution Control,Independent,2016-17,F,8127154,0,0,0,10133407,0,0,0
monterey-bay-unified-air-pollution-control-district,Monterey Bay Unified Air Pollution Control District,Monterey,Air Pollution Control,Independent,2017-18,F,9802500,0,0,0,10963774,0,0,0
monterey-bay-unified-air-pollution-control-district,Monterey Bay Unified Air Pollution Control District,Monterey,Air Pollution Control,Independent,2018-19,F,10998578,0,0,0,12701702,0,0,0
monterey-bay-unified-air-pollution-control-district,Monterey Bay Unified Air Pollution Control District,Monterey,Air Pollution Control,Independent,2019-20,F,15220994,0,0,0,12837014,0,0,0
monterey-bay-unified-air-pollution-control-district,Monterey Bay Unified Air Pollution Control District,Monterey,Air Pollution Control,Independent,2020-21,F,11713048,0,0,0,13582212,0,0,0
monterey-bay-unified-air-pollution-control-district,Monterey Bay Unified Air Pollution Control District,Monterey,Air Pollution Control,Independent,2021-22,F,10216558,0,0,0,10679196,0,0,0
monterey-bay-unified-air-pollution-control-district,Monterey Bay Unified Air Pollution Control District,Monterey,Air Pollution Control,Independent,2022-23,F,9638987,0,0,0,12100701,0,0,0
monterey-bay-unified-air-pollution-control-district,Monterey Bay Unified Air Pollution Control District,Monterey,Air Pollution Control,Independent,2023-24,F,10830995,0,0,0,14071124,0,0,0
monterey-county-educational-delinquent-tax-finance-authority,Monterey County Educational Delinquent Tax Finance Authority,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2016-17,F,1389257,0,0,0,1389257,0,0,0
monterey-county-educational-delinquent-tax-finance-authority,Monterey County Educational Delinquent Tax Finance Authority,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2017-18,F,1939521,0,0,0,1939521,0,0,0
monterey-county-educational-delinquent-tax-finance-authority,Monterey County Educational Delinquent Tax Finance Authority,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2018-19,F,2099207,0,0,0,2099207,0,0,0
monterey-county-educational-delinquent-tax-finance-authority,Monterey County Educational Delinquent Tax Finance Authority,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2019-20,L,2527752,0,0,0,2527752,0,0,0
monterey-county-educational-delinquent-tax-finance-authority,Monterey County Educational Delinquent Tax Finance Authority,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2020-21,F,2780527,0,0,0,2780527,0,0,0
monterey-county-educational-delinquent-tax-finance-authority,Monterey County Educational Delinquent Tax Finance Authority,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2021-22,L,2710988,0,0,0,2710988,0,0,0
monterey-county-educational-delinquent-tax-finance-authority,Monterey County Educational Delinquent Tax Finance Authority,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2022-23,L,2262455,0,0,0,2262455,0,0,0
monterey-county-educational-delinquent-tax-finance-authority,Monterey County Educational Delinquent Tax Finance Authority,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2023-24,F,2889856,0,0,0,2889856,0,0,0
monterey-county-financing-authority,Monterey County Financing Authority,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2016-17,F,2134063,0,0,0,1259,0,0,0
monterey-county-financing-authority,Monterey County Financing Authority,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2017-18,F,2103774,0,0,0,15232,0,0,0
monterey-county-financing-authority,Monterey County Financing Authority,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2018-19,F,5095009,0,0,0,88678,0,0,0
monterey-county-financing-authority,Monterey County Financing Authority,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2019-20,L,1756438,0,0,0,1756668,0,0,0
monterey-county-financing-authority,Monterey County Financing Authority,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2020-21,F,1756638,0,0,0,1756641,0,0,0
monterey-county-financing-authority,Monterey County Financing Authority,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2021-22,F,1755638,0,0,0,1755640,0,0,0
monterey-county-financing-authority,Monterey County Financing Authority,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2022-23,F,1758338,0,0,0,1759097,0,0,0
monterey-county-financing-authority,Monterey County Financing Authority,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2023-24,F,1755338,0,0,0,1756335,0,0,0
monterey-county-liability-and-property-self-insurance-authority,Monterey County Liability and Property Self-Insurance Authority,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2016-17,F,4780600,0,0,0,4842832,0,0,0
monterey-county-liability-and-property-self-insurance-authority,Monterey County Liability and Property Self-Insurance Authority,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2017-18,F,0,5118716,0,0,0,5181677,0,0
monterey-county-liability-and-property-self-insurance-authority,Monterey County Liability and Property Self-Insurance Authority,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2018-19,F,0,5138824,0,0,0,5658038,0,0
monterey-county-liability-and-property-self-insurance-authority,Monterey County Liability and Property Self-Insurance Authority,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2019-20,F,0,6095173,0,0,0,6485636,0,0
monterey-county-liability-and-property-self-insurance-authority,Monterey County Liability and Property Self-Insurance Authority,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2020-21,F,0,5966836,0,0,0,6997035,0,0
monterey-county-liability-and-property-self-insurance-authority,Monterey County Liability and Property Self-Insurance Authority,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2021-22,F,0,7675439,0,0,0,7199734,0,0
monterey-county-liability-and-property-self-insurance-authority,Monterey County Liability and Property Self-Insurance Authority,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2022-23,F,0,7754527,0,0,0,7721969,0,0
monterey-county-liability-and-property-self-insurance-authority,Monterey County Liability and Property Self-Insurance Authority,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2023-24,F,0,7826978,0,0,0,8159197,0,0
monterey-county-local-agencies-insurance-authority,Monterey County Local Agencies Insurance Authority,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2016-17,F,724721,0,0,0,1180246,0,0,0
monterey-county-local-agencies-insurance-authority,Monterey County Local Agencies Insurance Authority,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2017-18,F,695126,0,0,0,1139355,0,0,0
monterey-county-local-agencies-insurance-authority,Monterey County Local Agencies Insurance Authority,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2018-19,F,778340,0,0,0,1114716,0,0,0
monterey-county-local-agencies-insurance-authority,Monterey County Local Agencies Insurance Authority,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2019-20,F,3478742,0,0,0,1052823,0,0,0
monterey-county-mosquito-abatement-district,Monterey County Mosquito Abatement District,Monterey,Mosquito Abatement,Independent,2021-22,F,6536592,0,0,0,2565614,0,0,0
monterey-county-mosquito-abatement-district,Monterey County Mosquito Abatement District,Monterey,Mosquito Abatement,Independent,2022-23,F,2060716,0,0,0,2658076,0,0,0
monterey-county-mosquito-abatement-district,Monterey County Mosquito Abatement District,Monterey,Mosquito Abatement,Independent,2023-24,F,2344247,0,0,0,2801106,0,0,0
monterey-county-power-authority,Monterey County Power Authority,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2016-17,F,275900,0,0,0,463031,0,0,0
monterey-county-power-authority,Monterey County Power Authority,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2017-18,F,535222,0,0,0,1186103,0,0,0
monterey-county-power-authority,Monterey County Power Authority,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2018-19,F,490038,0,0,0,740839,0,0,0
monterey-county-power-authority,Monterey County Power Authority,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2019-20,L,813193,0,0,0,1327703,0,0,0
monterey-county-power-authority,Monterey County Power Authority,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2020-21,F,806910,0,0,0,675434,0,0,0
monterey-county-power-authority,Monterey County Power Authority,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2021-22,F,772682,0,0,0,349114,0,0,0
monterey-county-power-authority,Monterey County Power Authority,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2022-23,F,705217,0,0,0,657520,0,0,0
monterey-county-power-authority,Monterey County Power Authority,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2023-24,F,672188,0,0,0,1381691,0,0,0
monterey-county-regional-fire-protection-district,Monterey County Regional Fire Protection District,Monterey,Fire Protection,Independent,2016-17,F,15726674,0,0,0,16353388,0,0,0
monterey-county-regional-fire-protection-district,Monterey County Regional Fire Protection District,Monterey,Fire Protection,Independent,2017-18,F,23089969,0,0,0,23955178,0,0,0
monterey-county-regional-fire-protection-district,Monterey County Regional Fire Protection District,Monterey,Fire Protection,Independent,2018-19,F,17897085,0,0,0,17760083,0,0,0
monterey-county-regional-fire-protection-district,Monterey County Regional Fire Protection District,Monterey,Fire Protection,Independent,2019-20,F,17601350,0,0,0,18079308,0,0,0
monterey-county-regional-fire-protection-district,Monterey County Regional Fire Protection District,Monterey,Fire Protection,Independent,2020-21,F,22040493,0,0,0,22856624,0,0,0
monterey-county-regional-fire-protection-district,Monterey County Regional Fire Protection District,Monterey,Fire Protection,Independent,2021-22,F,20141625,0,0,0,20051407,0,0,0
monterey-county-regional-fire-protection-district,Monterey County Regional Fire Protection District,Monterey,Fire Protection,Independent,2022-23,L,20879388,0,0,0,20883114,0,0,0
monterey-county-regional-fire-protection-district,Monterey County Regional Fire Protection District,Monterey,Fire Protection,Independent,2023-24,L,22983483,0,0,0,23343454,0,0,0
monterey-county-resource-conservation-district,Monterey County Resource Conservation District,Monterey,Resource Conservation,Independent,2016-17,F,1579122,0,0,0,1639477,0,0,0
monterey-county-resource-conservation-district,Monterey County Resource Conservation District,Monterey,Resource Conservation,Independent,2017-18,F,2349384,0,0,0,2346739,0,0,0
monterey-county-resource-conservation-district,Monterey County Resource Conservation District,Monterey,Resource Conservation,Independent,2018-19,F,2349109,0,0,0,2352084,0,0,0
monterey-county-resource-conservation-district,Monterey County Resource Conservation District,Monterey,Resource Conservation,Independent,2019-20,L,2494887,0,0,0,2487070,0,0,0
monterey-county-resource-conservation-district,Monterey County Resource Conservation District,Monterey,Resource Conservation,Independent,2020-21,L,2815294,0,0,0,2786067,0,0,0
monterey-county-resource-conservation-district,Monterey County Resource Conservation District,Monterey,Resource Conservation,Independent,2021-22,L,2474811,0,0,0,2557920,0,0,0
monterey-county-resource-conservation-district,Monterey County Resource Conservation District,Monterey,Resource Conservation,Independent,2022-23,F,2887461,0,0,0,3177566,0,0,0
monterey-county-resource-conservation-district,Monterey County Resource Conservation District,Monterey,Resource Conservation,Independent,2023-24,L,4472830,0,0,0,4453004,0,0,0
monterey-county-water-resource-agency,Monterey County Water Resource Agency,Monterey,Flood Control and Water Conservation,Dependent,2016-17,F,18604136,0,0,0,20318369,0,0,0
monterey-county-water-resource-agency,Monterey County Water Resource Agency,Monterey,Flood Control and Water Conservation,Dependent,2017-18,F,19796788,0,0,0,20146315,0,0,0
monterey-county-water-resource-agency,Monterey County Water Resource Agency,Monterey,Flood Control and Water Conservation,Dependent,2018-19,F,20626656,0,0,0,19723481,0,0,0
monterey-county-water-resource-agency,Monterey County Water Resource Agency,Monterey,Flood Control and Water Conservation,Dependent,2019-20,L,22131824,0,0,0,22439608,0,0,0
monterey-county-water-resource-agency,Monterey County Water Resource Agency,Monterey,Flood Control and Water Conservation,Dependent,2020-21,F,24833164,0,0,0,23756979,0,0,0
monterey-county-water-resource-agency,Monterey County Water Resource Agency,Monterey,Flood Control and Water Conservation,Dependent,2021-22,F,25581582,0,0,0,27597177,0,0,0
monterey-county-water-resource-agency,Monterey County Water Resource Agency,Monterey,Flood Control and Water Conservation,Dependent,2022-23,F,32063203,0,0,0,26374880,0,0,0
monterey-county-water-resource-agency,Monterey County Water Resource Agency,Monterey,Flood Control and Water Conservation,Dependent,2023-24,F,34708425,0,0,0,30711123,0,0,0
monterey-educational-risk-management-authority,Monterey Educational Risk Management Authority,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2016-17,F,8527293,0,0,0,10304286,0,0,0
monterey-educational-risk-management-authority,Monterey Educational Risk Management Authority,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2017-18,F,0,11574219,0,0,0,12030711,0,0
monterey-educational-risk-management-authority,Monterey Educational Risk Management Authority,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2018-19,F,0,6593339,0,0,0,12920817,0,0
monterey-educational-risk-management-authority,Monterey Educational Risk Management Authority,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2019-20,F,0,9486344,0,0,0,12518073,0,0
monterey-educational-risk-management-authority,Monterey Educational Risk Management Authority,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2020-21,F,0,9117380,0,0,0,11661602,0,0
monterey-educational-risk-management-authority,Monterey Educational Risk Management Authority,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2021-22,F,0,10088331,0,0,0,11354442,0,0
monterey-educational-risk-management-authority,Monterey Educational Risk Management Authority,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2022-23,F,0,11549909,0,0,0,13656686,0,0
monterey-educational-risk-management-authority,Monterey Educational Risk Management Authority,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2023-24,F,0,14725569,0,0,0,16028269,0,0
monterey-one-water,Monterey One Water,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2016-17,F,0,28348292,0,0,0,29334106,0,0
monterey-one-water,Monterey One Water,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2017-18,F,0,36522526,0,0,0,31947091,0,0
monterey-one-water,Monterey One Water,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2018-19,F,0,32567250,0,0,0,35108014,0,0
monterey-one-water,Monterey One Water,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2019-20,F,0,39424694,0,0,0,40189364,0,0
monterey-one-water,Monterey One Water,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2020-21,F,0,41854117,0,0,0,51840591,0,0
monterey-one-water,Monterey One Water,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2021-22,F,0,51702362,0,0,0,65234288,0,0
monterey-one-water,Monterey One Water,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2022-23,F,0,55290071,0,0,0,84266315,0,0
monterey-one-water,Monterey One Water,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2023-24,L,0,69273639,0,0,0,97478664,0,0
monterey-park-tract-community-services-district,Monterey Park Tract Community Services District,Stanislaus,Community Services,Independent,2016-17,F,0,1602867,0,0,0,1632870,0,0
monterey-park-tract-community-services-district,Monterey Park Tract Community Services District,Stanislaus,Community Services,Independent,2017-18,F,0,117497,0,0,0,100753,0,0
monterey-park-tract-community-services-district,Monterey Park Tract Community Services District,Stanislaus,Community Services,Independent,2018-19,L,0,181612,0,0,0,108095,0,0
monterey-park-tract-community-services-district,Monterey Park Tract Community Services District,Stanislaus,Community Services,Independent,2019-20,L,0,123205,0,0,0,131427,0,0
monterey-park-tract-community-services-district,Monterey Park Tract Community Services District,Stanislaus,Community Services,Independent,2020-21,L,0,417923,0,0,0,211430,0,0
monterey-park-tract-community-services-district,Monterey Park Tract Community Services District,Stanislaus,Community Services,Independent,2021-22,L,0,414173,0,0,0,111993,0,0
monterey-park-tract-community-services-district,Monterey Park Tract Community Services District,Stanislaus,Community Services,Independent,2022-23,L,0,395422,0,0,0,94724,0,0
monterey-park-tract-community-services-district,Monterey Park Tract Community Services District,Stanislaus,Community Services,Independent,2023-24,L,0,268463,0,0,0,165414,0,0
monterey-park-tract-lighting-district,Monterey Park Tract Lighting District,Stanislaus,Highway Lighting,Dependent,2016-17,F,2221,0,0,0,3318,0,0,0
monterey-park-tract-lighting-district,Monterey Park Tract Lighting District,Stanislaus,Highway Lighting,Dependent,2017-18,F,2185,0,0,0,3539,0,0,0
monterey-park-tract-lighting-district,Monterey Park Tract Lighting District,Stanislaus,Highway Lighting,Dependent,2018-19,F,2506,0,0,0,3694,0,0,0
monterey-park-tract-lighting-district,Monterey Park Tract Lighting District,Stanislaus,Highway Lighting,Dependent,2019-20,F,1780,0,0,0,4376,0,0,0
monterey-park-tract-lighting-district,Monterey Park Tract Lighting District,Stanislaus,Highway Lighting,Dependent,2020-21,F,1713,0,0,0,4699,0,0,0
monterey-park-tract-lighting-district,Monterey Park Tract Lighting District,Stanislaus,Highway Lighting,Dependent,2021-22,F,1624,0,0,0,3681,0,0,0
monterey-park-tract-lighting-district,Monterey Park Tract Lighting District,Stanislaus,Highway Lighting,Dependent,2022-23,F,1895,0,0,0,4841,0,0,0
monterey-park-tract-lighting-district,Monterey Park Tract Lighting District,Stanislaus,Highway Lighting,Dependent,2023-24,F,1606,0,0,0,6976,0,0,0
monterey-peninsula-airport-district,Monterey Peninsula Airport District,Monterey,Airport,Independent,2016-17,F,0,13557257,0,0,0,12117586,0,0
monterey-peninsula-airport-district,Monterey Peninsula Airport District,Monterey,Airport,Independent,2017-18,F,0,15267486,0,0,0,10103650,0,0
monterey-peninsula-airport-district,Monterey Peninsula Airport District,Monterey,Airport,Independent,2018-19,F,0,15165513,0,0,0,10705917,0,0
monterey-peninsula-airport-district,Monterey Peninsula Airport District,Monterey,Airport,Independent,2019-20,F,0,15995826,0,0,0,11073799,0,0
monterey-peninsula-airport-district,Monterey Peninsula Airport District,Monterey,Airport,Independent,2020-21,F,0,14305567,0,0,0,11142796,0,0
monterey-peninsula-airport-district,Monterey Peninsula Airport District,Monterey,Airport,Independent,2021-22,F,0,14864918,0,0,0,21239092,0,0
monterey-peninsula-airport-district,Monterey Peninsula Airport District,Monterey,Airport,Independent,2022-23,F,0,14072379,0,0,0,17285201,0,0
monterey-peninsula-airport-district,Monterey Peninsula Airport District,Monterey,Airport,Independent,2023-24,F,0,17098528,0,0,0,14976082,0,0
monterey-peninsula-regional-park-district,Monterey Peninsula Regional Park District,Monterey,Recreation and Park,Independent,2016-17,F,5174017,0,0,0,6539738,0,0,0
monterey-peninsula-regional-park-district,Monterey Peninsula Regional Park District,Monterey,Recreation and Park,Independent,2017-18,F,16922989,0,0,0,17372696,0,0,0
monterey-peninsula-regional-park-district,Monterey Peninsula Regional Park District,Monterey,Recreation and Park,Independent,2018-19,F,6089081,0,0,0,9656407,0,0,0
monterey-peninsula-regional-park-district,Monterey Peninsula Regional Park District,Monterey,Recreation and Park,Independent,2019-20,F,5891135,0,0,0,7418510,0,0,0
monterey-peninsula-regional-park-district,Monterey Peninsula Regional Park District,Monterey,Recreation and Park,Independent,2020-21,F,7756080,0,0,0,6213385,0,0,0
monterey-peninsula-regional-park-district,Monterey Peninsula Regional Park District,Monterey,Recreation and Park,Independent,2021-22,F,5569654,0,0,0,7283961,0,0,0
monterey-peninsula-regional-park-district,Monterey Peninsula Regional Park District,Monterey,Recreation and Park,Independent,2022-23,F,6725238,0,0,0,7937951,0,0,0
monterey-peninsula-regional-park-district,Monterey Peninsula Regional Park District,Monterey,Recreation and Park,Independent,2023-24,F,5074683,0,0,0,8605084,0,0,0
monterey-peninsula-regional-water-authority,Monterey Peninsula Regional Water Authority,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2016-17,F,0,220858,0,0,0,290000,0,0
monterey-peninsula-regional-water-authority,Monterey Peninsula Regional Water Authority,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2017-18,F,0,380162,0,0,0,225000,0,0
monterey-peninsula-regional-water-authority,Monterey Peninsula Regional Water Authority,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2018-19,L,0,116133,0,0,0,201898,0,0
monterey-peninsula-regional-water-authority,Monterey Peninsula Regional Water Authority,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2019-20,L,0,38737,0,0,0,22,0,0
monterey-peninsula-regional-water-authority,Monterey Peninsula Regional Water Authority,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2020-21,L,0,10204,0,0,0,3,0,0
monterey-peninsula-water-management-district,Monterey Peninsula Water Management District,Monterey,Water Agency or Authority,Dependent,2016-17,F,9332655,4024568,0,0,10557511,5664684,0,0
monterey-peninsula-water-management-district,Monterey Peninsula Water Management District,Monterey,Water Agency or Authority,Dependent,2017-18,F,8398300,4163031,0,0,17653958,6324764,0,0
monterey-peninsula-water-management-district,Monterey Peninsula Water Management District,Monterey,Water Agency or Authority,Dependent,2018-19,F,11312306,4656895,0,0,14215580,6342266,0,0
monterey-peninsula-water-management-district,Monterey Peninsula Water Management District,Monterey,Water Agency or Authority,Dependent,2019-20,F,13088399,4527473,0,0,14164969,7097211,0,0
monterey-peninsula-water-management-district,Monterey Peninsula Water Management District,Monterey,Water Agency or Authority,Dependent,2020-21,F,17860291,4316525,0,0,19379175,6840994,0,0
monterey-peninsula-water-management-district,Monterey Peninsula Water Management District,Monterey,Water Agency or Authority,Dependent,2021-22,F,21856723,4819616,0,0,23630304,7206973,0,0
monterey-peninsula-water-management-district,Monterey Peninsula Water Management District,Monterey,Water Agency or Authority,Dependent,2022-23,F,27723329,4916246,0,0,28022905,6829588,0,0
monterey-peninsula-water-management-district,Monterey Peninsula Water Management District,Monterey,Water Agency or Authority,Dependent,2023-24,F,27085599,4761119,0,0,31502222,4372631,0,0
monterey-regional-waste-management-authority,Monterey Regional Waste Management Authority,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2016-17,F,0,2394164,0,0,0,2394164,0,0
monterey-regional-waste-management-authority,Monterey Regional Waste Management Authority,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2017-18,F,0,489815,0,0,0,489815,0,0
monterey-regional-waste-management-authority,Monterey Regional Waste Management Authority,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2018-19,F,0,833821,0,0,0,833821,0,0
monterey-regional-waste-management-authority,Monterey Regional Waste Management Authority,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2019-20,F,0,994494,0,0,0,994494,0,0
monterey-regional-waste-management-authority,Monterey Regional Waste Management Authority,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2020-21,F,0,867553,0,0,0,867553,0,0
monterey-regional-waste-management-authority,Monterey Regional Waste Management Authority,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2021-22,F,0,893169,0,0,0,893169,0,0
monterey-regional-waste-management-authority,Monterey Regional Waste Management Authority,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2022-23,F,0,1322834,0,0,0,1322834,0,0
monterey-regional-waste-management-authority,Monterey Regional Waste Management Authority,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2023-24,F,0,1244938,0,0,0,1244938,0,0
monterey-regional-waste-management-district,Monterey Regional Waste Management District,Monterey,Garbage Disposal,Independent,2016-17,F,0,25606394,0,0,0,26771641,0,0
monterey-regional-waste-management-district,Monterey Regional Waste Management District,Monterey,Garbage Disposal,Independent,2017-18,F,0,29533069,0,0,0,29990652,0,0
monterey-regional-waste-management-district,Monterey Regional Waste Management District,Monterey,Garbage Disposal,Independent,2018-19,F,0,34760237,0,0,0,38504051,0,0
monterey-regional-waste-management-district,Monterey Regional Waste Management District,Monterey,Garbage Disposal,Independent,2019-20,F,0,36998504,0,0,0,40756299,0,0
monterey-regional-waste-management-district,Monterey Regional Waste Management District,Monterey,Garbage Disposal,Independent,2020-21,F,0,35061199,0,0,0,42906677,0,0
monterey-regional-waste-management-district,Monterey Regional Waste Management District,Monterey,Garbage Disposal,Independent,2021-22,F,0,35151303,0,0,0,46570490,0,0
monterey-regional-waste-management-district,Monterey Regional Waste Management District,Monterey,Garbage Disposal,Independent,2022-23,F,0,42109057,0,0,0,52402481,0,0
monterey-regional-waste-management-district,Monterey Regional Waste Management District,Monterey,Garbage Disposal,Independent,2023-24,F,0,51409980,0,0,0,53295839,0,0
monterey-salinas-transit,Monterey-Salinas Transit,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2017-18,F,0,51124636,0,0,0,50300147,0,0
monterey-salinas-transit,Monterey-Salinas Transit,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2018-19,F,0,57207350,0,0,0,52988769,0,0
monterey-salinas-transit,Monterey-Salinas Transit,Monterey,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2019-20,F,0,55610753,0,0,0,54069185,0,0
monterey-salinas-transit-district,Monterey-Salinas Transit District,Monterey,Transit,Independent,2020-21,F,0,50151478,0,0,0,59758998,0,0
monterey-salinas-transit-district,Monterey-Salinas Transit District,Monterey,Transit,Independent,2021-22,F,0,49705121,0,0,0,64347650,0,0
monterey-salinas-transit-district,Monterey-Salinas Transit District,Monterey,Transit,Independent,2022-23,F,0,57283255,0,0,0,60248292,0,0
monterey-salinas-transit-district,Monterey-Salinas Transit District,Monterey,Transit,Independent,2023-24,F,0,65114112,0,0,0,60033425,0,0
montezuma-fire-protection-district-san-joaquin,Montezuma Fire Protection District (San Joaquin),San Joaquin,Fire Protection,Independent,2016-17,F,1011328,0,0,0,1119423,0,0,0
