# Citizen Ledger — cities — COMPLETE LAYER EXPORT
# Source dataset: City annual financial reports, State Controller's Office “By the Numbers” (bythenumbers.sco.ca.gov) — reported actual expenditures and revenues
# Accounting basis: Reported actual revenues and expenditures from standardized annual financial reports filed with the State Controller; governmental activities only — ratepayer-funded enterprise funds, internal service funds and conduit financing are excluded from the function figures
# Gate tier: AS FILED — reconciled to the Controller's published statewide totals where one exists; the function split is the Controller's own
# Units: millions of dollars; population in persons
# Measured as: REPORTED ACTUAL REVENUES AND EXPENDITURES FROM STANDARDIZED ANNUAL FINANCIAL REPORTS FILED WITH THE STATE CONTROLLER · MILLIONS OF DOLLARS · NOMINAL AS PUBLISHED · ALL SHIPPED YEARS · AS FILED
# Data generated: 2026-07-26
# Exported: 2026-07-28
# Absent values: Empty cell = not published by the source. It is NOT zero. A real reported zero is written as 0.
# Licence: CC0 1.0 Universal (public domain). Cite freely; no permission needed.
# Stability: This file's SHAPE is not stable. The Ledger is actively developed: columns may be added, renamed or split as layers change. Pin a copy if you need reproducibility. The DATA is CC0 and that does not change.
# Schema: bulk/SCHEMA.md · Method: about.html · Findings: findings.html
# A $0 in a function column can be a real filed zero — a city that contracts the service to its county files $0. The site's services checklist distinguishes the two; see about.html.
# Function columns: exp_police_musd = Police; exp_fire_musd = Fire; exp_safetyOther_musd = Other public safety; exp_streets_musd = Streets & transportation; exp_housing_musd = Community development & housing; exp_sanitation_musd = Sewer & solid waste; exp_health_musd = Health & welfare; exp_parks_musd = Parks & recreation; exp_library_musd = Libraries; exp_cultureOther_musd = Other culture & leisure; exp_utilities_musd = Public utilities (governmental); exp_admin_musd = General government; exp_other_musd = Other expenditures; exp_debt_musd = Debt service; exp_capital_musd = Capital outlay
# An entity-year absent from this file filed nothing for that year.
slug,name,county,fiscal_year,population,revenues_musd,expenditures_musd,exp_police_musd,exp_fire_musd,exp_safetyOther_musd,exp_streets_musd,exp_housing_musd,exp_sanitation_musd,exp_health_musd,exp_parks_musd,exp_library_musd,exp_cultureOther_musd,exp_utilities_musd,exp_admin_musd,exp_other_musd,exp_debt_musd,exp_capital_musd
murrieta,Murrieta,Riverside,2023-24,109177,173.607,146.942,45.83,27.839,1.054,5.387,14.267,0,0.196,10.631,3.236,0,0,17.484,0,10.199,10.818
napa,Napa,Napa,2016-17,80628,97.338,97.734,25.979,11.495,6.831,4.502,12.713,0,0,7.417,0,1.843,0.002,12.837,0,0.128,13.987
napa,Napa,Napa,2017-18,80403,144.782,141.25,27.517,11.122,10.551,5.007,33.099,0,0,8.436,0,1.652,0.003,11.772,0,0.332,31.76
napa,Napa,Napa,2018-19,79490,135.365,125.308,30.124,12.337,10.327,5.119,30.746,0,0,8.121,0,0.17,0,10.024,0,0.276,18.064
napa,Napa,Napa,2019-20,79278,127.5,132.463,30.642,12.627,8.578,4.086,34.035,0,0,8.413,0,0.001,0,15.344,0,0.265,18.473
napa,Napa,Napa,2020-21,78246,126.242,122.546,30.034,13.979,10.095,4.267,33.035,0,0,6.327,0,0.001,0,13.603,0,0.265,10.941
napa,Napa,Napa,2021-22,77480,153.209,133.157,32.653,15.383,9.427,4.234,36.613,0,0,8.15,0,0.001,0,16.777,0,0.688,9.232
napa,Napa,Napa,2022-23,76821,175.541,154.9,35.062,15.453,8.667,14.94,41.57,0,0,8.966,0,0,0,21.442,0,1.115,7.683
napa,Napa,Napa,2023-24,77174,194.888,180.963,37.645,16.77,10.511,20.081,33.607,0,0,10.447,0,0,0,25.916,0,3.693,22.292
national-city,National City,San Diego,2016-17,61210,84.15,88.607,24.371,10.097,0.69,1.371,19.118,7.337,0.908,1.497,2.13,0,0,7.027,0,1.462,12.6
national-city,National City,San Diego,2017-18,62257,89.263,96.056,25.713,11.302,0.803,1.396,15.558,6.565,1.035,3.405,2.123,0,0,8.367,0,1.847,17.94
national-city,National City,San Diego,2018-19,62307,93.659,92.063,26.051,12.245,0.762,1.53,15.958,7.175,0.953,3.36,2.004,0,0,11.519,0,1.447,9.059
national-city,National City,San Diego,2019-20,62099,101.792,99.324,27.914,11.83,0.811,1.434,16.577,7.194,1.017,6.023,1.881,0,0,9.585,0,1.497,13.562
national-city,National City,San Diego,2020-21,61755,106.067,102.764,28.648,13.475,0.774,3.734,20.05,8.068,1.418,3.19,1.823,0,0,10.065,0,1.601,9.916
national-city,National City,San Diego,2021-22,61471,110.525,193.848,28.318,12.656,0.705,2.887,19.765,7.62,2.615,3.156,2.081,0,0,93.969,0,1.668,18.407
national-city,National City,San Diego,2022-23,60974,127.324,117.403,30.737,13.98,1.136,1.43,22.371,8.984,1.966,10.6,2.525,0,0,4.301,0,7.505,11.868
national-city,National City,San Diego,2023-24,58555,120.179,123.115,32.054,14.562,1.097,1.41,24.781,8.718,1.545,4.027,2.658,0,0,11.512,0,7.331,13.422
needles,Needles,San Bernardino,2016-17,5044,7.696,8.515,2.445,0.058,0.32,0.955,0.243,0,0,0.761,0,0,0,0.561,0,0.673,2.498
needles,Needles,San Bernardino,2017-18,5177,7.459,8.158,2.447,0.002,0.521,1.736,0.279,0,0,0.877,0,0,0,0.599,0,0.21,1.488
needles,Needles,San Bernardino,2018-19,5085,7.033,7.237,2.602,0,0.547,1.455,0.348,0,0,0.877,0,0,0,0.787,0,0.2,0.421
needles,Needles,San Bernardino,2019-20,5248,8.472,8.452,2.73,0,0.794,1.499,0.287,0,0,0.887,0,0,0,0.957,0,0.189,1.108
needles,Needles,San Bernardino,2020-21,4915,11.275,9.405,2.982,0,0.958,1.424,0.219,0,0,0.993,0,0,0,0.945,0,0.157,1.727
needles,Needles,San Bernardino,2021-22,4876,12.161,11.972,3.392,0,1.237,1.72,0.229,0,0.136,1.116,0,0,0,1.329,0,0.157,2.657
needles,Needles,San Bernardino,2022-23,4756,13.603,14.777,3.735,0,1.264,1.589,0.384,0,0.164,1.277,0,0,0,1.846,0,0.156,4.363
needles,Needles,San Bernardino,2023-24,4769,16.047,15.849,3.983,0,1.244,1.971,0.216,0,0.198,1.43,0,0,0,2.373,0,0,4.434
nevada-city,Nevada City,Nevada,2016-17,3208,5.944,6.406,1.745,0.927,0,0.793,0.195,0,0,0.66,0,0.055,0,0.483,0,0,1.547
nevada-city,Nevada City,Nevada,2017-18,3226,7.374,6.674,1.87,0.796,0,1.023,0.228,0,0,0.615,0,0.056,0,0.51,0,0.014,1.563
nevada-city,Nevada City,Nevada,2018-19,3122,6.892,7.385,2.233,1.638,0,1.093,0.216,0,0,0.396,0,0.061,0,0.568,0,0.173,1.008
nevada-city,Nevada City,Nevada,2019-20,3140,7.363,7.328,2.208,1.161,0,0.853,0.237,0,0,0.396,0,0,0,0.673,0,0.167,1.633
nevada-city,Nevada City,Nevada,2020-21,3386,7.319,6.036,2.362,1.214,0,1.04,0.293,0,0,0.286,0,0,0,0.687,0,0.153,0
nevada-city,Nevada City,Nevada,2021-22,3334,7.645,8.139,1.878,1.294,0,1.235,0.325,0,0,0.487,0,0,0,0.683,0,0.151,2.084
nevada-city,Nevada City,Nevada,2022-23,3342,8.802,8.163,3.085,1.042,0,0.986,0.295,0,0,0.541,0,0,0,1.258,0,0.149,0.808
nevada-city,Nevada City,Nevada,2023-24,3347,12.301,9.254,2.573,1.232,0,1.405,0.183,0,0,0.538,0,0,0,1.32,0,0.117,1.886
newark,Newark,Alameda,2016-17,45422,71.306,50.917,17.681,10.351,0.718,6.289,4.922,0.047,0,4.737,0.157,0,0,5.085,0,0.93,0
newark,Newark,Alameda,2017-18,47467,74.935,60.791,19.454,11.413,0.914,11.361,5.72,0.478,0,4.994,0.181,0,0,5.385,0,0.89,0
newark,Newark,Alameda,2018-19,48712,84.654,64.736,20.675,10.821,0.295,9.542,5.427,0.126,0,5.165,0.183,0,0,5.774,0,0.886,5.84
newark,Newark,Alameda,2019-20,48966,78.419,97.798,22.256,11.152,0.308,9.037,1.574,0.113,0,4.924,0.169,0.17,0,5.734,0,3.716,38.645
newark,Newark,Alameda,2020-21,47157,91.291,114.836,33.402,11.724,0.346,8.343,3.214,0.035,0,4.521,0.073,0.126,0,6.135,0,3.034,43.883
newark,Newark,Alameda,2021-22,47229,91.368,77.939,28.374,12.854,0.422,9.387,4.53,0,0,5.219,0.073,0.205,0,6.605,0,3.035,7.236
newark,Newark,Alameda,2022-23,47459,93.657,75.876,25.476,11.838,0.42,7.062,6.523,0,0.754,5.225,0.162,0.187,0,10.002,0,5.174,3.053
newark,Newark,Alameda,2023-24,46635,103.227,89.451,26.411,13.08,0.454,9.515,7.221,0,0.328,5.767,0.302,0.272,0,11.266,0,5.199,9.635
newman,Newman,Stanislaus,2016-17,11165,6.393,5.966,2.396,0,1.399,0.015,0.265,0.754,0,0.259,0,0,0,0.698,0,0.181,0
newman,Newman,Stanislaus,2017-18,11801,6.984,6.105,2.1,0.362,0.308,0.473,1.219,0.772,0,0.293,0,0,0,0.533,0,0.044,0
newman,Newman,Stanislaus,2018-19,11738,7.713,7.876,2.196,0.431,0.352,0.973,2.096,0.801,0,0.325,0,0,0,0.657,0,0.045,0
newman,Newman,Stanislaus,2019-20,11912,9.269,6.782,2.327,0.527,0.459,0.867,0.49,0.81,0,0.282,0,0,0,0.63,0,0.025,0.366
newman,Newman,Stanislaus,2020-21,12326,8.37,7.605,2.189,0.301,0.469,1.213,0.51,0.847,0,0.271,0,0,0,1.073,0,0.025,0.709
newman,Newman,Stanislaus,2021-22,12244,9.902,9.16,2.395,0.673,0.41,1.341,0.526,0.861,0,0.354,0,0,0,1.878,0,0.054,0.667
newman,Newman,Stanislaus,2022-23,12040,10.515,9.505,2.716,0.762,0.415,1.369,0.823,0.912,0,0.38,0,0,0,1.916,0,0,0.212
newman,Newman,Stanislaus,2023-24,12121,18.996,19.059,3.064,0.769,0.438,6.142,1.239,0.922,0,0.455,0,0,0,5.751,0,0,0.279
newport-beach,Newport Beach,Orange,2016-17,84915,254.937,227.675,51.49,29.264,9.343,15.086,17.697,11.062,0.086,11.782,7.965,15.338,0,15.618,0,12.121,30.823
newport-beach,Newport Beach,Orange,2017-18,87182,247.429,237.397,56.322,33.352,10.651,15.185,18.741,8.947,0.254,14.829,8.902,18.237,0,16.97,0,10.952,24.055
newport-beach,Newport Beach,Orange,2018-19,87180,267.077,252.886,60.561,33.668,11.319,19.669,19.597,9,0.363,15.675,9.003,18.877,0,17.91,0,10.898,26.347
newport-beach,Newport Beach,Orange,2019-20,85780,265.716,248.295,61.791,34.4,10.818,17.067,21.792,8.75,0.409,18.159,9.089,17.888,0,16.914,0,10.842,20.376
newport-beach,Newport Beach,Orange,2020-21,84459,277.915,274.001,63.737,37.995,12.066,17.142,24.572,9.506,0.607,17.332,9.163,19.703,0,18.116,0,10.336,33.728
newport-beach,Newport Beach,Orange,2021-22,83727,303.988,279.607,64.794,39.133,12.591,17.495,21.133,10.95,0.636,19.267,9.331,21.206,0,17.643,0,12.28,33.149
newport-beach,Newport Beach,Orange,2022-23,83411,331.942,332.101,71.454,49.906,12.756,18.988,27.595,15.566,0.381,21.057,9.238,4.073,0,20.448,0,12.205,68.434
newport-beach,Newport Beach,Orange,2023-24,82419,385.609,336.277,74.636,52.546,14.817,26.556,29.259,16.675,0.422,22.706,10.014,4.015,0,21.821,0,12.033,50.776
norco,Norco,Riverside,2016-17,26882,22.023,20.925,5.508,3.534,1.156,0.994,1.086,0,0,1.909,0,0,0,4.794,0,0,1.944
norco,Norco,Riverside,2017-18,26761,24.229,25.454,5.776,4.204,1.268,1.034,1.131,0,0,2.149,0,0,0,5.1,0,0,4.792
norco,Norco,Riverside,2018-19,26386,29.995,28.534,6.181,4.15,1.233,1.371,1.252,0,0,2.213,0,0,0,5.205,0,0,6.93
norco,Norco,Riverside,2019-20,27564,33.202,30.052,6.634,4.406,1.238,6.087,1.458,0,0,2.473,0,0,0,5.999,0,0,1.756
norco,Norco,Riverside,2020-21,24563,34.784,28.244,6.607,4.086,1.501,3.796,2.034,0,0,2.329,0,0,0,6.436,0,0,1.454
norco,Norco,Riverside,2021-22,24909,49.713,37.733,5.827,3.427,1.597,6.247,1.645,0,0,3.14,0,0,0,10.652,0,0,5.197
norco,Norco,Riverside,2022-23,25037,51.077,47.302,5.779,4.287,1.889,9.452,1.965,0,0,3.321,0,0,0,11.97,0,0.035,8.603
norco,Norco,Riverside,2023-24,25068,51.13,49.646,7.533,5.371,1.933,3.448,2.435,0,0.876,4.194,0,0,0,8.291,0,0.101,15.463
norwalk,Norwalk,Los Angeles,2016-17,105526,69.574,68.093,13.904,0,1.967,6.102,12.184,0,6.037,7.696,0,0,0,12.898,0,1.455,5.85
norwalk,Norwalk,Los Angeles,2017-18,107546,71.877,71.463,14.859,0,2.052,6.469,12.496,0,6.854,7.599,0,0.233,0,12.449,0,1.461,6.991
norwalk,Norwalk,Los Angeles,2018-19,106744,79.373,74.469,16.596,0,1.621,5.653,13.744,0,7.69,7.799,0,0.226,0,11.242,0,1.861,8.036
norwalk,Norwalk,Los Angeles,2019-20,105717,83.229,77.513,18.058,0,1.724,7.231,14.324,0,9.337,7.259,0,0.209,0,12.168,0,3.697,3.505
norwalk,Norwalk,Los Angeles,2020-21,102356,97.272,83.495,18.802,0,1.129,5.285,14.531,0,10.384,5.563,0,0.202,0,12.701,0,3.78,11.118
norwalk,Norwalk,Los Angeles,2021-22,101645,110.559,93.159,20.104,0,0.936,6.747,14.627,0,10.725,7.418,0,0.251,0,15.192,0,3.694,13.465
norwalk,Norwalk,Los Angeles,2022-23,101153,120.712,105.06,21.95,0,1.932,6.992,16.289,0,12.93,8.954,0,0.261,0,15.832,0,3.839,16.08
norwalk,Norwalk,Los Angeles,2023-24,101172,131.615,137.313,23.284,0,2.387,7.116,20.459,0,14.817,10.033,0,0.542,0,18.423,0,4.413,35.84
novato,Novato,Marin,2016-17,54522,47.246,49.307,14.585,0,0.859,2.34,5.788,0,0,6.7,0,0.698,0,7.877,0.03,3.266,7.162
novato,Novato,Marin,2017-18,54551,45.441,47.832,14.769,0,0.856,3.56,5.402,0,0,6.411,0,0.766,0,7.886,0,3.457,4.726
novato,Novato,Marin,2018-19,54115,53.386,51.362,14.654,0,0.912,4.699,7.713,0,0,3.113,0,0.457,0,9.77,0,3.275,6.769
novato,Novato,Marin,2019-20,53702,47.445,52.353,15.693,0,0.837,5.068,3.691,0,0,3.409,0,0.896,0,9.876,0,3.321,9.562
novato,Novato,Marin,2020-21,53008,51.175,54.383,14.105,0,0.872,5.346,9.033,0,0,2.355,0,0,0,13.887,0,3.324,5.461
novato,Novato,Marin,2021-22,52441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novato,Novato,Marin,2022-23,51392,70.568,60.835,18.499,0,0.728,8.986,6.045,0,0,3.081,0,0,0,15.431,0,2.32,5.746
novato,Novato,Marin,2023-24,51140,80.642,77.189,18.836,0,1.164,8.679,5.784,0,0,3.852,0,0,0,11.328,16.163,2.377,9.006
oakdale,Oakdale,Stanislaus,2016-17,22711,18.12,18.407,4.54,2.502,0.519,1.629,0.645,0,0,0.67,0,0.212,0,1.505,0,0.783,5.403
oakdale,Oakdale,Stanislaus,2017-18,23324,18.894,17.395,4.962,3.145,0.511,1.658,0.684,0,0,0.641,0,0.214,0,1.496,0,0.645,3.44
oakdale,Oakdale,Stanislaus,2018-19,23807,21.189,16.426,5.197,3.257,0.553,1.497,0.596,0,0,0.743,0,0.198,0,1.601,0,0.643,2.142
oakdale,Oakdale,Stanislaus,2019-20,22997,19.378,18.108,5.094,3.354,0.599,1.612,0.649,0,0,0.675,0,0.173,0,2.782,0,0.706,2.463
oakdale,Oakdale,Stanislaus,2020-21,23110,23.701,25.322,5.247,3.584,0.532,1.796,0.769,0,0,0.695,0,0.153,0,5.452,0,0.651,6.443
oakdale,Oakdale,Stanislaus,2021-22,23071,26.182,26.513,6.055,3.775,0.663,1.822,0.817,0,0,1.071,0,0.179,0,4.284,0,0.73,7.115
oakdale,Oakdale,Stanislaus,2022-23,22980,26.934,24.929,6.751,4.504,0.742,1.656,0.812,0,0,1.066,0,0.188,0,2.313,0,0.986,5.912
oakdale,Oakdale,Stanislaus,2023-24,23008,26.732,28.293,6.809,4.615,0.911,1.795,0.833,0,0,1.048,0,0.202,0,2.124,0,0.989,8.966
oakland,Oakland,Alameda,2016-17,426074,1071.596,1014.779,277.341,140.71,29.305,32.981,108.214,0,74.421,25.587,27.592,12.399,0,95.838,0,110.913,79.477
oakland,Oakland,Alameda,2017-18,428827,1164.473,1122.481,299.592,144.393,26.33,34.446,143.748,0,73.719,26.13,29.221,13.641,0,140.623,0,117.715,72.922
oakland,Oakland,Alameda,2018-19,432897,1211.693,1192.398,307.446,157.449,27.123,54.505,130.017,0,89.322,27.205,32.171,14.203,0,162.087,0,114.27,76.6
oakland,Oakland,Alameda,2019-20,433697,1239.92,1283.291,345.864,171.932,26.817,66.824,130.475,0,107.162,26.612,36.872,12.176,0,174.544,0,125.286,58.726
oakland,Oakland,Alameda,2020-21,430100,1401.07,1423.022,344.293,176.873,24.839,68.233,236.399,0,110.802,25.024,37.712,11.898,0,189.751,0,121.229,75.969
oakland,Oakland,Alameda,2021-22,424464,1470.019,1426.277,320.767,181.587,19.451,90.79,222.769,0,122.278,27.117,39.739,12.008,0,196.867,0,121.867,71.037
oakland,Oakland,Alameda,2022-23,419556,1555.896,1509.692,341.994,189.523,20.517,101.527,220.229,0,130.472,31.14,44.495,10.03,0,215.237,0,144.575,59.954
oakland,Oakland,Alameda,2023-24,425093,1535.981,1662.546,345.5,197.129,21.795,112.743,307.037,0,132.045,33.422,46.908,5.277,0,226.53,0,107.891,126.271
oakley,Oakley,Contra Costa,2016-17,41199,31.996,32.716,8.038,0,0.223,5.129,2.117,0,0,0.756,0,0,0,2.977,0,7.079,6.397
oakley,Oakley,Contra Costa,2017-18,41742,39.557,31.948,9.202,0,0.238,5.132,2.133,0,0,0.858,0,0,0,3.436,0,0.668,10.279
oakley,Oakley,Contra Costa,2018-19,41759,35.904,42.624,9.763,0,0.252,5.336,2.54,0,0,0.888,0,0,0,4.401,0,0.698,18.747
oakley,Oakley,Contra Costa,2019-20,42461,41.289,33.409,9.807,0,4.017,1.909,3.051,0,0,0.687,0,0,0,5.65,0,0.698,7.591
oakley,Oakley,Contra Costa,2020-21,43627,51.574,34.528,9.248,0,5.414,2.467,3.01,0,0,0.66,0,0,0,5.721,0,0.68,7.329
oakley,Oakley,Contra Costa,2021-22,44533,48.105,38.89,10.61,0,5.18,3.807,3.479,0,0,1.096,0,0,0,5.115,0,0.676,8.928
oakley,Oakley,Contra Costa,2022-23,44995,49.117,42.316,11.978,0,4.657,4.541,4.096,0,0,1.053,0,0,0,4.972,0,0.702,10.317
oakley,Oakley,Contra Costa,2023-24,45736,52.373,49.077,13.541,0.136,5.547,3.533,4.069,0,0,1.135,0,0,0,5.111,0,0.727,15.278
oceanside,Oceanside,San Diego,2016-17,176461,173.045,203.22,57.284,28.302,1.19,17.184,31.519,0,0.023,13.044,5.42,0.012,0,18.366,0,8.919,21.958
oceanside,Oceanside,San Diego,2017-18,177362,199.998,210.56,59.104,29.461,1.144,14.941,29.798,0,0.274,13.436,5.525,0.001,0,27.326,0,10.237,19.312
oceanside,Oceanside,San Diego,2018-19,178021,218.192,218.468,61.479,31.007,1.349,16.073,31.84,0,0.144,16.886,5.447,0,0,26.601,0,10.457,17.185
oceanside,Oceanside,San Diego,2019-20,177335,222.756,225.175,63.943,30.661,2.752,14.885,36.845,0,0.153,14.34,5.781,0,0,28.384,1.664,8.7,17.068
oceanside,Oceanside,San Diego,2020-21,173932,242.412,249.259,63.838,31.32,2.946,23.39,37.714,0,0.853,14.849,5.456,0,0,24.619,5.78,6.768,31.725
oceanside,Oceanside,San Diego,2021-22,173048,272.819,260.984,68.179,33.635,3.57,20.969,38.514,0,9.907,16.344,5.811,0,0,37.216,0,6.953,19.885
oceanside,Oceanside,San Diego,2022-23,171063,303.668,302.142,76.712,44.3,5.158,18.667,47.937,0,7.662,20.657,6.61,0,0,35.014,0,8.691,30.735
oceanside,Oceanside,San Diego,2023-24,171483,355.653,326.714,75.837,40.29,6.229,18.703,55.606,0,4.464,23.593,6.532,0.095,0,38.983,0,7.59,48.794
ojai,Ojai,Ventura,2016-17,7553,10.894,10.48,3.299,0,0.069,0.438,1.039,0,0.032,1.64,0.123,0,0,2.821,0,0,1.019
ojai,Ojai,Ventura,2017-18,7679,10.937,11.935,3.406,0,0.075,0.682,1.531,0,0.027,1.009,0.112,0,0,2.953,0,0,2.14
ojai,Ojai,Ventura,2018-19,7769,12.051,10.984,3.432,0,0.068,0.573,1.015,0,0.026,1.515,0.112,0,0,3.361,0,0,0.881
ojai,Ojai,Ventura,2019-20,7557,11.445,11.742,3.431,0,0.088,0.556,1.015,0,0.232,1.291,0.11,0,0,2.933,0,0,2.087
ojai,Ojai,Ventura,2020-21,7523,15.434,9.885,3.266,0,0.085,0.478,1.173,0,0.386,0.815,0.106,0,0,2.953,0,0,0.624
ojai,Ojai,Ventura,2021-22,7466,18.908,11.26,3.3,0,0.102,0.659,1.336,0,0.028,1.137,0.11,0,0,3.987,0,0,0.602
ojai,Ojai,Ventura,2022-23,7493,21.01,12.9,3.44,0,0.11,0.508,1.195,0,0.032,1.379,0.123,0,0,4.537,0,0.016,1.561
ojai,Ojai,Ventura,2023-24,7533,21.228,16.438,3.366,0,0.121,0.428,1.423,0,0.037,1.54,0.135,0,0,5.456,0,0.044,3.888
ontario,Ontario,San Bernardino,2016-17,174283,299.614,288.341,88.423,47.084,2.662,51.055,37.175,0,0.163,20.093,4.729,2.351,0,29.725,0,4.881,0
ontario,Ontario,San Bernardino,2017-18,177589,329.187,287.762,103.922,55.692,2.946,32.396,29.248,0,0.038,14.111,4.769,4.093,0,31.307,0,9.239,0
ontario,Ontario,San Bernardino,2018-19,178268,388.306,323.312,100.172,59.772,3.082,28.906,64.952,0,0.008,14.585,4.74,3.737,0,40.358,0,2.999,0
ontario,Ontario,San Bernardino,2019-20,182871,374.314,370.436,106.812,72.37,3.28,32.744,48.275,0,0,51.12,4.875,3.769,0,43.337,0,3.853,0
ontario,Ontario,San Bernardino,2020-21,176689,409.672,370.569,102.216,76.152,3.641,33.058,81.704,0,0.138,16.046,5.271,11.26,0,32.171,0,8.912,0
ontario,Ontario,San Bernardino,2021-22,179516,461.592,413.156,115.759,80.438,4.713,21.86,60.948,0,0.088,21.345,5.549,12.805,0,48.44,0,41.21,0
ontario,Ontario,San Bernardino,2022-23,180717,536.58,587.608,111.335,79.498,5.495,20.077,279.023,0,0,11.339,5.679,7.3,0,51.689,0,16.173,0
ontario,Ontario,San Bernardino,2023-24,181224,543.272,616.311,143.003,94.803,5.392,23.147,215.333,0,0.241,18.062,7.159,5.093,0,71.876,0,32.203,0
orange,Orange,Orange,2016-17,140882,134.665,132.964,42.146,18.657,13.651,8.694,7.52,0,0,8.202,4.506,0,0,10.988,0,0,18.601
orange,Orange,Orange,2017-18,141952,128.762,142.618,43.671,19.659,14.72,9.129,7.455,0,0,8.392,4.742,0,0,11.237,0,0.017,23.597
orange,Orange,Orange,2018-19,141691,149.526,143.825,46.863,21.22,14.336,9.993,6.24,0,0,8.561,4.996,0,0,13.153,0,0.092,18.371
orange,Orange,Orange,2019-20,140065,147.997,150.299,50.612,22.033,14.234,9.185,6.539,0,0,8.547,4.943,0,0,16.861,0,0.238,17.107
orange,Orange,Orange,2020-21,137534,166.888,160.782,51.004,25.226,14.198,9.641,5.658,0,0,8.34,4.984,0,0,15.784,0,1.186,24.762
orange,Orange,Orange,2021-22,137676,180.901,188.792,52.735,25.451,14.36,10.821,9.256,0,0,9.281,5.714,0,0,11.324,0,17.703,32.147
orange,Orange,Orange,2022-23,139063,184.038,193.883,56.682,25.588,16.046,12.287,15.403,0,0,10.476,6.163,0,0,15.865,0,18.627,16.746
orange,Orange,Orange,2023-24,138621,220.682,196.478,60.248,25.836,16.856,13.462,9.738,0,0,10.854,6.208,0,0,12.257,0,19.14,21.878
orange-cove,Orange Cove,Fresno,2016-17,9369,5.173,5.663,1.811,0.052,0.084,1.254,0.368,0,0,0.437,0,1.096,0,0.415,0,0.131,0.016
orange-cove,Orange Cove,Fresno,2017-18,9469,5.488,5.533,1.768,0.062,0.104,0.363,0.954,0,0,0.09,0,1.414,0.073,0.572,0,0.131,0
orange-cove,Orange Cove,Fresno,2018-19,9975,4.406,4.773,1.708,0.057,0.101,0.302,0.324,0,0,0.157,0,1.054,0.204,0.417,0,0,0.449
orange-cove,Orange Cove,Fresno,2019-20,9456,4.903,4.287,1.919,0.077,0.06,0.051,0.489,0,0,0.139,0,0.184,0.211,0.68,0,0,0.477
orange-cove,Orange Cove,Fresno,2020-21,9553,6.229,6.443,1.997,0.05,0.094,1.098,0.272,0,0,0.268,0,1.454,0,1.069,0,0.102,0.041
orange-cove,Orange Cove,Fresno,2021-22,9497,8.453,7.117,2.429,0.053,0.028,0.952,0.339,0,0,0.134,0,1.535,0,1.51,0,0.13,0.007
orange-cove,Orange Cove,Fresno,2022-23,9463,7.759,8.195,2.631,0.083,0.059,1.059,0.738,0,0,0.185,0,1.767,0,0.758,0,0.109,0.806
orange-cove,Orange Cove,Fresno,2023-24,9516,10.67,10.706,2.519,0.41,0.093,0.91,1.796,0,0,0.23,0,2.362,0,1.085,0,0.125,1.176
orinda,Orinda,Contra Costa,2016-17,18935,20.051,29.714,4.121,0,0.114,3.438,0.89,0,0,2.996,0.3,0,0,1.976,0,1.922,13.958
orinda,Orinda,Contra Costa,2017-18,19199,23.369,29.402,4.197,0,0.094,2.333,0.911,0,0,3.183,0.4,0,0,1.941,0,2.947,13.395
orinda,Orinda,Contra Costa,2018-19,19475,24.873,34.047,4.562,0,0.085,4.206,1.177,0,0,3.652,0.435,0,0,2.375,0,3.173,14.383
orinda,Orinda,Contra Costa,2019-20,19009,27.382,33.082,4.334,0,0.095,2.664,1.159,0.115,0,3.407,0.427,0,0,2.557,0,3.657,14.668
orinda,Orinda,Contra Costa,2020-21,19496,24.657,25.897,4.482,0,0.085,2.672,1.051,0.124,0,2.843,0.415,0,0,2.751,0,3.053,8.422
orinda,Orinda,Contra Costa,2021-22,19478,30.684,26.334,4.54,0,0.105,2.919,1.276,0.127,0,3.916,0.417,0,0,2.755,0,3.201,7.079
orinda,Orinda,Contra Costa,2022-23,19225,33.413,29.57,4.788,0,0.049,3.13,1.381,0.139,0,4.277,0.465,0,0,3.14,0,3.376,8.825
orinda,Orinda,Contra Costa,2023-24,19191,32.626,29.594,5.178,0,0.088,3.177,1.155,0.097,0,4.652,0.522,0,0,3.208,0,3.457,8.06
orland,Orland,Glenn,2016-17,7812,5.21,5.243,1.922,0.14,0.078,0.288,0.28,0,0,0.605,0.362,0,0,0.958,0,0.431,0.18
orland,Orland,Glenn,2017-18,7932,6.414,6.494,2.004,0.141,0.08,0.495,0.257,0,0,0.698,0.415,0,0,0.725,0,0.644,1.034
orland,Orland,Glenn,2018-19,8337,7.84,6.903,2.058,0.128,0.08,0.592,0.208,0,0,0.835,0.479,0,0,0.892,0,0.594,1.037
orland,Orland,Glenn,2019-20,8323,8.298,8.388,2.148,0.14,0.08,0.83,0.28,0,0,0.532,0.528,0,0,1.079,0,0.519,2.254
orland,Orland,Glenn,2020-21,8319,9.653,8.214,2.287,0.426,0.08,0.62,0.354,0,0,0.563,0.488,0,0,0.829,0,0.47,2.098
orland,Orland,Glenn,2021-22,8267,9.633,7.58,2.497,0.248,0.085,0.859,0.425,0,0,0.771,0.617,0,0,1.076,0.059,0.665,0.277
orland,Orland,Glenn,2022-23,8252,12.712,10.42,2.579,0.363,0.085,0.8,1.684,0,0,0.885,0.641,0,0,1.239,0,0.741,1.401
