# Citizen Ledger — cities — COMPLETE LAYER EXPORT
# Source dataset: City annual financial reports, State Controller's Office “By the Numbers” (bythenumbers.sco.ca.gov) — reported actual expenditures and revenues
# Accounting basis: Reported actual revenues and expenditures from standardized annual financial reports filed with the State Controller; governmental activities only — ratepayer-funded enterprise funds, internal service funds and conduit financing are excluded from the function figures
# Gate tier: AS FILED — reconciled to the Controller's published statewide totals where one exists; the function split is the Controller's own
# Units: millions of dollars; population in persons
# Measured as: REPORTED ACTUAL REVENUES AND EXPENDITURES FROM STANDARDIZED ANNUAL FINANCIAL REPORTS FILED WITH THE STATE CONTROLLER · MILLIONS OF DOLLARS · NOMINAL AS PUBLISHED · ALL SHIPPED YEARS · AS FILED
# Data generated: 2026-07-26
# Exported: 2026-07-28
# Absent values: Empty cell = not published by the source. It is NOT zero. A real reported zero is written as 0.
# Licence: CC0 1.0 Universal (public domain). Cite freely; no permission needed.
# Stability: This file's SHAPE is not stable. The Ledger is actively developed: columns may be added, renamed or split as layers change. Pin a copy if you need reproducibility. The DATA is CC0 and that does not change.
# Schema: bulk/SCHEMA.md · Method: about.html · Findings: findings.html
# A $0 in a function column can be a real filed zero — a city that contracts the service to its county files $0. The site's services checklist distinguishes the two; see about.html.
# Function columns: exp_police_musd = Police; exp_fire_musd = Fire; exp_safetyOther_musd = Other public safety; exp_streets_musd = Streets & transportation; exp_housing_musd = Community development & housing; exp_sanitation_musd = Sewer & solid waste; exp_health_musd = Health & welfare; exp_parks_musd = Parks & recreation; exp_library_musd = Libraries; exp_cultureOther_musd = Other culture & leisure; exp_utilities_musd = Public utilities (governmental); exp_admin_musd = General government; exp_other_musd = Other expenditures; exp_debt_musd = Debt service; exp_capital_musd = Capital outlay
# An entity-year absent from this file filed nothing for that year.
slug,name,county,fiscal_year,population,revenues_musd,expenditures_musd,exp_police_musd,exp_fire_musd,exp_safetyOther_musd,exp_streets_musd,exp_housing_musd,exp_sanitation_musd,exp_health_musd,exp_parks_musd,exp_library_musd,exp_cultureOther_musd,exp_utilities_musd,exp_admin_musd,exp_other_musd,exp_debt_musd,exp_capital_musd
orland,Orland,Glenn,2023-24,8537,13.262,13.332,2.988,0.861,0.085,0.719,4.494,0,0,0.931,0.855,0,0,1.04,0,0.663,0.695
oroville,Oroville,Butte,2016-17,18037,21.516,20.602,5.251,2.892,0.362,1.73,4.562,0,0,0.28,0,0.146,0,2.794,0,0.801,1.784
oroville,Oroville,Butte,2017-18,18144,18.432,18.996,4.766,2.761,0.373,2.342,2.772,0,0,0.34,0,0.166,0,2.237,0,0.907,2.333
oroville,Oroville,Butte,2018-19,21773,25.616,20.13,5.494,3.276,0.361,1.761,3.01,0,0,0.553,0,0.161,0,2.267,0,2.045,1.202
oroville,Oroville,Butte,2019-20,19440,33.093,23.874,5.796,3.881,0.438,3.137,4.57,0,0,0.998,0,0.286,0,3.021,0,1.041,0.705
oroville,Oroville,Butte,2020-21,20119,39.732,31.474,6.333,4.184,0.538,4.258,5.517,0,0,1.417,0,1.554,0,3.16,0,1.613,2.9
oroville,Oroville,Butte,2021-22,18863,35.404,30.001,5.957,4.903,0.702,2.829,3.899,0,0,1.171,0,1.065,0,4.181,0,2.011,3.284
oroville,Oroville,Butte,2022-23,19409,40.748,37.541,7.316,5.129,0.928,3.819,4.279,0,0,0.601,0,1.575,0,5.815,0,3.711,4.369
oroville,Oroville,Butte,2023-24,18129,46.853,47.79,9.174,5.509,0.855,3.036,11.32,0,0,0.331,0,0.868,0,7.838,0,1.37,7.49
oxnard,Oxnard,Ventura,2016-17,207772,196.812,179.591,66.573,28.103,0,12.897,16.462,0,0,19.466,3.485,0,0,13.361,0,10.506,8.737
oxnard,Oxnard,Ventura,2017-18,206499,192.375,238.331,71.471,31.3,0,17.035,15.832,0,0,22.504,3.312,0,0,17.769,0,42.34,16.768
oxnard,Oxnard,Ventura,2018-19,209879,219.363,211.335,73.621,29.884,0,12.242,22.065,0,0,25.123,3.197,0,0,17.542,0,11.384,16.278
oxnard,Oxnard,Ventura,2019-20,206352,209.085,215.205,77.192,33.959,0,11.198,17.756,0,0,17.582,3.32,10.957,0,21.598,0,12.65,8.993
oxnard,Oxnard,Ventura,2020-21,200480,252.87,227.639,77.038,36.736,0,11.094,23.841,0,0,14.068,3.831,10.973,0,16.558,0,9.922,23.579
oxnard,Oxnard,Ventura,2021-22,200050,301.041,248.726,81.306,39.012,0,12.787,20.096,0,0,15.56,4.397,15.526,0,21.64,0,10.309,28.092
oxnard,Oxnard,Ventura,2022-23,197477,310.262,287.904,85.731,42.236,2.496,19.518,28.978,0,1.866,21.461,4.813,0.077,0,24.677,0,11.131,44.919
oxnard,Oxnard,Ventura,2023-24,197536,367.541,304.478,88.702,46.403,2.496,27.229,36.886,0,0.01,25.152,5.361,0.19,0,24.975,0,11.134,35.94
pacific-grove,Pacific Grove,Monterey,2016-17,15498,27.172,24.993,6.097,2.999,0,2.069,3.943,0,0,0.595,0.976,0.241,0,2.453,0,2.094,3.525
pacific-grove,Pacific Grove,Monterey,2017-18,15660,25.904,25.656,6.6,3.355,0,1.886,4.518,0,0,0.678,0.916,0.251,0,2.965,0,2.06,2.426
pacific-grove,Pacific Grove,Monterey,2018-19,15883,28.137,26.217,6.945,3.346,0.01,1.934,4.294,0,0,0.837,1.139,0.308,0,3.443,0,1.975,1.986
pacific-grove,Pacific Grove,Monterey,2019-20,15265,27.821,30.729,7.098,3.513,0,2.139,4.314,0,0,0.707,1.293,0.291,0,3.494,0,2.004,5.877
pacific-grove,Pacific Grove,Monterey,2020-21,14942,30.716,31.27,6.96,3.823,0,1.857,4.621,0,0,0.596,0.767,0.228,0,3.453,0,2.1,6.864
pacific-grove,Pacific Grove,Monterey,2021-22,14761,34.154,31.031,8,3.98,0,2.236,4.771,0,0,0.739,1.045,0.31,0,4.163,0,2.17,3.617
pacific-grove,Pacific Grove,Monterey,2022-23,14741,37.254,33.922,8.35,4.393,0,1.686,5.383,0,0.005,0.872,1.152,0.337,0,4.725,0,2.441,4.58
pacific-grove,Pacific Grove,Monterey,2023-24,14966,37.38,34.276,8.997,4.514,0,2.65,6.066,0,0.004,1.332,1.193,0.346,0,5.018,0,1.569,2.586
pacifica,Pacifica,San Mateo,2016-17,38124,38.819,36.784,9.163,5.831,0.624,2.447,3.04,0,0,4.999,0,0.31,0,5.351,0,3.105,1.914
pacifica,Pacifica,San Mateo,2017-18,38418,41.371,39.953,9.397,6.335,0.571,1.64,3.372,0,0,4.849,0,0.338,0,4.45,0,2.3,6.701
pacifica,Pacifica,San Mateo,2018-19,38674,46.25,41.597,9.581,6.55,0.59,1.835,4.142,0,0,5.417,0,0.363,0,5.16,0,2.356,5.603
pacifica,Pacifica,San Mateo,2019-20,38331,45.463,38.542,9.883,5.904,0.668,3.318,4.037,0,0,5.251,0,0.46,0,5.84,0,1.595,1.585
pacifica,Pacifica,San Mateo,2020-21,38088,42.644,41.052,9.948,6.599,0.79,4.104,3.949,0,0,4.959,0,0.523,0,6.093,0,1.552,2.535
pacifica,Pacifica,San Mateo,2021-22,37533,51.825,47.635,10.569,7.319,0.93,5.31,4.678,0,0,5.385,0,0.494,0,7.243,0,2.543,3.163
pacifica,Pacifica,San Mateo,2022-23,37082,61.374,59.368,11.316,7.835,0.833,4.497,5.319,0,0,6.37,0,0.624,0,9.415,0,2.458,10.7
pacifica,Pacifica,San Mateo,2023-24,37062,56.679,57.9,11.967,7.572,0.742,5.39,5.342,0,0,6.696,0,0.624,0,7.179,0,2.478,9.91
palm-desert,Palm Desert,Riverside,2016-17,50740,88.782,82.158,20.133,12.096,0.632,10.086,18.045,0,0.733,7.13,0,0.479,0,10.256,0,0.401,2.168
palm-desert,Palm Desert,Riverside,2017-18,52769,88.607,84.03,20.589,13.476,0.61,12.096,16.332,0,1.032,6.726,0,0.107,0,11.48,0.254,0.411,0.915
palm-desert,Palm Desert,Riverside,2018-19,53625,101.117,88.128,20.632,14.001,0.477,9.637,16.555,0,0.427,7.51,0,0.246,0,14.297,0.259,0.691,3.397
palm-desert,Palm Desert,Riverside,2019-20,52986,98.314,99.032,20.953,13.802,0.634,22.285,16.303,0,0.418,7.366,0,0.108,0,11.489,0.244,0.312,5.118
palm-desert,Palm Desert,Riverside,2020-21,50976,107.666,99.159,18.809,13.199,0.566,19.271,18.62,0,0.41,6.865,0,0.207,0,12.906,0.214,0.251,7.84
palm-desert,Palm Desert,Riverside,2021-22,50889,124.318,106.413,19.883,15.017,0.671,10.101,20.19,0,0.749,8.116,0,0.094,0,12.615,0,0.452,18.524
palm-desert,Palm Desert,Riverside,2022-23,50615,130.941,126.426,20.869,20.253,1.324,13.492,27.34,0,0.377,17.459,0,1.857,0,15.218,0,0.4,7.836
palm-desert,Palm Desert,Riverside,2023-24,50889,154.717,150.092,21.249,17.378,1.735,13.059,25.666,0,0.623,20.518,0.586,0.379,0,23.654,0,0.736,24.51
palm-springs,Palm Springs,Riverside,2016-17,47379,131.866,116.842,24.937,15.979,3.179,3.787,11.088,0.153,0.049,8.117,2.784,4.962,0,11.535,0,11.726,18.547
palm-springs,Palm Springs,Riverside,2017-18,47706,139.709,123.67,28.356,15.768,3.772,3.67,16.665,0,0.221,9.396,2.818,5.675,0,14.136,0,10.717,12.476
palm-springs,Palm Springs,Riverside,2018-19,48733,167.723,134.189,31.226,17.657,4.442,6.042,15.703,0,0.289,9.708,2.808,5.838,0,16.663,0,10.754,13.059
palm-springs,Palm Springs,Riverside,2019-20,47427,146.186,143.56,34.626,19.579,4.925,6.942,15.169,0,0.446,9.306,2.631,4.705,0,18.51,0,10.339,16.382
palm-springs,Palm Springs,Riverside,2020-21,44570,169.008,173.644,33.677,19.973,2.292,3.197,13.411,0,0.367,6.913,2.423,3.793,0,22.35,0,46.123,19.126
palm-springs,Palm Springs,Riverside,2021-22,44397,225.909,210.734,36.626,22.104,2.707,5.529,15.034,0,0.585,9.106,2.943,4.306,0,25.481,0,66.72,19.594
palm-springs,Palm Springs,Riverside,2022-23,44092,239.236,196.116,42.344,25.439,3.459,3.862,22.681,0,0.376,11.018,3.012,4.993,0,42.653,0,12.824,23.456
palm-springs,Palm Springs,Riverside,2023-24,43791,264.485,253.954,40.445,27.005,3.387,7.089,25.968,0,0.311,11.701,3.138,3.976,0,37.869,0,13.755,79.309
palmdale,Palmdale,Los Angeles,2016-17,158605,121.014,116.92,23.961,0.043,4.179,14.865,15.559,3.388,0,7.567,1.33,1.308,0,14.226,0,3.213,27.281
palmdale,Palmdale,Los Angeles,2017-18,158905,127.701,116.626,25.185,0.022,4.863,14.745,14.415,2.36,0.026,8.073,1.312,1.308,0,14.423,0,6.865,23.031
palmdale,Palmdale,Los Angeles,2018-19,157854,143.164,132.48,26.103,0.007,5.219,13.538,14.904,2.406,0,6.648,1.342,1.315,0,16.666,0,7.003,37.329
palmdale,Palmdale,Los Angeles,2019-20,156737,161.113,142.624,27.176,0.073,4.174,16.673,14.183,2.454,0.853,8.083,1.371,1.101,0,17.72,0,9.873,38.89
palmdale,Palmdale,Los Angeles,2020-21,168895,156.628,130.96,31.047,0.045,0.195,17.861,18.082,3.538,1.438,6.832,0.011,0,0,18.666,0,8.666,24.58
palmdale,Palmdale,Los Angeles,2021-22,167398,175.67,134.396,32.6,0.043,2.876,21.233,16.75,4.539,0.343,11.01,0.001,0,0,16.988,0,7.608,20.405
palmdale,Palmdale,Los Angeles,2022-23,165917,204.162,163.546,29.254,0.026,3.135,20.094,24.108,3.068,12.581,14.449,0,0,0,30.994,0,7.471,18.367
palmdale,Palmdale,Los Angeles,2023-24,166055,221.103,193.492,35.628,0.074,3.292,25.029,23.287,3.226,3.972,16.333,0.004,0,0,27.699,0,10.168,44.781
palo-alto,Palo Alto,Santa Clara,2016-17,68691,180.907,205.485,42.295,33.165,0,11.902,24.496,0,0,29.465,11.191,0.196,0,7.978,0,5.155,39.643
palo-alto,Palo Alto,Santa Clara,2017-18,69721,211.271,219.562,43.155,35.422,0,11.931,27.233,0,0,32.312,11.246,0.167,0,10.81,0,5.917,41.369
palo-alto,Palo Alto,Santa Clara,2018-19,69397,232.463,234.918,45.745,35.56,0,12.161,26.59,0,0,33.78,11.652,0,0,17.018,0,5.498,46.914
palo-alto,Palo Alto,Santa Clara,2019-20,69226,208.72,260.859,48.496,38.383,0,13.871,24.06,0,0,34.937,12.923,0,0,14.521,0,7.306,66.362
palo-alto,Palo Alto,Santa Clara,2020-21,67422,194.938,222.144,43.91,36.712,0,13.455,20.28,0,1.036,31.362,11.046,0,0,7.486,0,8.742,48.114
palo-alto,Palo Alto,Santa Clara,2021-22,67473,205.302,261.372,45.111,39.88,0,11.587,20.488,0,8.85,37.066,6.862,0,0,2.367,0,17.078,72.082
palo-alto,Palo Alto,Santa Clara,2022-23,67287,245.224,273.606,50.503,43.345,0,17.633,22.392,0,5.516,37.272,11.456,0,0,3.362,0,13.154,68.974
palo-alto,Palo Alto,Santa Clara,2023-24,67973,268.509,288.479,56.171,48.037,0,22.274,27.457,0,0,44.489,13.936,0,0,16.386,0,15.796,43.934
palos-verdes-estates,Palos Verdes Estates,Los Angeles,2016-17,13663,19.879,20.208,7.135,4.689,0.187,2.675,1.255,0.01,0,0.815,0,0,0,2.355,0,0,1.087
palos-verdes-estates,Palos Verdes Estates,Los Angeles,2017-18,13519,16.373,18.342,6.53,4.96,0.216,1.749,1.322,0.019,0,0.757,0,0,0,2.34,0,0,0.45
palos-verdes-estates,Palos Verdes Estates,Los Angeles,2018-19,13544,22.855,19.209,6.638,5.132,0.199,1.892,1.096,0.061,0,0.786,0,0,0,2.555,0,0,0.85
palos-verdes-estates,Palos Verdes Estates,Los Angeles,2019-20,13190,22.234,21.145,7.183,5.481,0.181,2.109,1.06,0.099,0,0.751,0,0,0,1.885,0,0,2.395
palos-verdes-estates,Palos Verdes Estates,Los Angeles,2020-21,13116,22.963,19.672,6.881,5.871,0.166,2.216,1.073,0.02,0,0.932,0,0,0,2.245,0,0,0.268
palos-verdes-estates,Palos Verdes Estates,Los Angeles,2021-22,12980,25.696,22.174,6.876,6.373,0.042,2.157,1.392,0.003,0,0.75,0,0,0,3.166,0,0,1.414
palos-verdes-estates,Palos Verdes Estates,Los Angeles,2022-23,12935,27.567,25.979,7.592,6.342,0.11,4.45,1.551,0.004,0,0.607,0,0,0,5.323,0,0,0
palos-verdes-estates,Palos Verdes Estates,Los Angeles,2023-24,12974,31.096,29.962,7.286,6.934,1.204,5.19,1.585,0,0,1.659,0,0,0,6.103,0,0,0
paradise,Paradise,Butte,2016-17,25841,17.709,19.082,4.355,3.546,0.172,1.731,1.826,0,0,0,0,0,0.108,2.632,0,1.461,3.252
paradise,Paradise,Butte,2017-18,26572,22.007,21.351,4.559,3.821,0.206,1.92,1.826,0,0,0,0,0,0.103,2.062,0,1.454,5.401
paradise,Paradise,Butte,2018-19,4590,24.176,19.845,4.978,3.643,0.29,1.879,1.806,0,0,0,0,0,0,4.677,0,1.464,1.108
paradise,Paradise,Butte,2019-20,4631,26.805,23.444,4.836,3.691,0.432,1.896,4.504,0,0,0,0,0,0,4.458,0,1.449,2.178
paradise,Paradise,Butte,2020-21,6137,29.013,31.885,5.385,3.937,0.614,1.422,6.25,0,0,0,0,0,0,4.402,0,1.39,8.484
paradise,Paradise,Butte,2021-22,7705,21.649,35.938,5.84,4.414,0.35,1.363,7.704,0,0,0,0,0,0,3.352,0,1.262,11.654
paradise,Paradise,Butte,2022-23,9142,41.094,52.289,6.368,5.212,0.313,1.491,10.796,0,0,0,0,0,0,3.104,0,1.26,23.745
paradise,Paradise,Butte,2023-24,10691,65.318,59.086,6.591,5.265,0.366,1.636,38.671,0,0,0,0,0,0,3.829,0,1.218,1.509
paramount,Paramount,Los Angeles,2016-17,55923,33.726,34.429,10.645,0,0,5.908,2.581,0,0,4.848,0,0,0,5.623,0,0.041,4.784
paramount,Paramount,Los Angeles,2017-18,56000,37.039,34.586,11.479,0,0,5.954,2.59,0,0,4.951,0,0,0,5.896,0.037,0.063,3.617
paramount,Paramount,Los Angeles,2018-19,55497,37.514,36.282,11.56,0,0,6.32,2.172,0,0,4.909,0,0,0,5.761,0,0.101,5.46
paramount,Paramount,Los Angeles,2019-20,55461,37.71,36.266,11.678,0,0.002,6.786,2.558,0,0,4.84,0,0.052,0,6.613,0,0.123,3.612
paramount,Paramount,Los Angeles,2020-21,53009,48.326,40.055,12.417,0,0,7.36,3.425,0,0,4.746,0,0,0,7.33,0,0.125,4.651
paramount,Paramount,Los Angeles,2021-22,52477,59.348,61.792,12.844,0,0.019,7.455,3.404,0,0,4.884,0,0,0,24.308,0.028,0.408,8.443
paramount,Paramount,Los Angeles,2022-23,52178,70.88,52.633,13.56,0,0,9.312,5.405,0,0.065,6.068,0,0,0,7.247,0,1.677,9.298
paramount,Paramount,Los Angeles,2023-24,52153,63.192,56.094,14.904,0,0,10.104,5.029,0,0,7.177,0,0,0,7.558,0,1.674,9.648
parlier,Parlier,Fresno,2016-17,15500,5.446,5.032,1.804,0.154,0.105,0.446,1.638,0,0,0.165,0,0,0,0.427,0,0,0.293
parlier,Parlier,Fresno,2017-18,15493,7.579,8.2,2.337,0.247,0,0.474,1.835,0,0,0.16,0,0,0,0.662,0,0,2.486
parlier,Parlier,Fresno,2018-19,16151,10.054,11.462,2.691,0.253,0,0.51,2.238,0,0,0.179,0,0,0,0.667,0,0.047,4.877
parlier,Parlier,Fresno,2019-20,15890,10.756,8.758,3.018,0.346,0,0.609,2.093,0,0,0.488,0,0,0,0.677,0,0.047,1.481
parlier,Parlier,Fresno,2020-21,14553,10.847,8.91,3.012,0.368,0,0.871,1.736,0,0,0.72,0,0,0,0.381,0,0.044,1.778
parlier,Parlier,Fresno,2021-22,14497,11.288,10.186,3.496,0.8,0,1.669,1.708,0,0,0.312,0,0,0,0.422,0,0,1.778
parlier,Parlier,Fresno,2022-23,14402,12.504,10.749,2.645,0.8,0,1.445,2.468,0,0,0.347,0,0,0,0.69,0,0,2.353
parlier,Parlier,Fresno,2023-24,14368,9.564,8.751,3.533,0.816,0.187,0.857,0.521,0,0,2.062,0,0,0,0.775,0,0,0
pasadena,Pasadena,Los Angeles,2016-17,143333,325.989,327.836,72.596,40.427,4.702,29.419,35.9,4.324,10.309,14.502,12.829,13.431,0,41.992,0,15.151,32.254
pasadena,Pasadena,Los Angeles,2017-18,144388,338.46,350.107,78.622,46.302,2.906,33.266,39.722,4.352,10.936,15.115,12.579,14.177,0,37.271,0,19.078,35.782
pasadena,Pasadena,Los Angeles,2018-19,146312,371.916,351.395,83.347,48.796,2.608,33.45,41.952,4.049,12.522,14.43,12.993,15.672,0,37.928,0,14.216,29.433
pasadena,Pasadena,Los Angeles,2019-20,144842,368.517,403.477,87.801,49.653,2.726,40.478,43.294,4.218,14.25,15.433,13.462,16.656,0,71.614,0,12.214,31.678
pasadena,Pasadena,Los Angeles,2020-21,139029,353.701,388.54,82.103,51.021,3.399,35.321,47.521,4.607,16.311,18.124,13.045,11.407,0,68.392,0,11.676,25.614
pasadena,Pasadena,Los Angeles,2021-22,138310,398.306,414.379,90.821,54.513,3.422,33.328,59.425,4.827,16.555,20.372,13.005,11.748,0,61.551,0,12.958,31.852
pasadena,Pasadena,Los Angeles,2022-23,136988,490.576,446.119,97.972,60.542,3.771,38.044,57.223,5.888,18.944,21.483,14.478,11.559,0,56.409,0,14.056,45.75
pasadena,Pasadena,Los Angeles,2023-24,139692,485.178,513.359,107.827,64.85,4.338,39.859,63.693,6.406,22.645,25.037,15.663,11.607,0.029,67.921,0,15.108,68.376
patterson,Patterson,Stanislaus,2016-17,22730,20.373,19.633,4.548,3.575,0,3.527,1.49,0,0,1.772,0,0,0,2.565,0,0,2.156
patterson,Patterson,Stanislaus,2017-18,22679,26.73,33.922,4.936,4.202,0,3.9,1.766,0,0,3.004,0,0,0,2.52,0,6.316,7.278
patterson,Patterson,Stanislaus,2018-19,23764,28.182,32.967,5.62,4.663,0,2.289,2.459,0,0,4.015,0,0,0,4.852,0,6.292,2.777
patterson,Patterson,Stanislaus,2019-20,23074,33.498,33.134,5.741,4.862,0,2.967,2.195,0,0.142,3.71,0,0,0,3.674,0,6.424,3.417
patterson,Patterson,Stanislaus,2020-21,23839,35.954,30.96,5.665,5.213,0,3.244,2.179,0,0.612,1.796,0,0,0,3.035,0,6.25,2.965
patterson,Patterson,Stanislaus,2021-22,24370,39.695,33.8,6.266,5.396,0,3.299,2.631,0,0.21,2.3,0,0,0,3.043,0,6.142,4.513
patterson,Patterson,Stanislaus,2022-23,24317,39.556,42.341,6.926,6.051,0,2.368,2.334,0,0.55,5.336,0,0,0,3.712,0,6.756,8.309
patterson,Patterson,Stanislaus,2023-24,24790,51.67,99.62,7.55,6.62,0,3.168,2.432,0,0.349,5.432,0,0,0,5.279,0,62.601,6.189
perris,Perris,Riverside,2016-17,75739,63.048,48.509,15.256,4.025,1.6,5.382,4.181,0,0.242,3.117,0,0,0,5.486,0,0,9.221
perris,Perris,Riverside,2017-18,77837,103.708,81.694,16.391,4.423,1.63,6.526,3.482,0,0.221,3.544,0,0,0,7.882,0,16.83,20.766
perris,Perris,Riverside,2018-19,76971,104.062,94.989,17.543,4.471,1.913,5.921,9.803,0,0.179,3.976,0,0,0,7.125,0,32.882,11.175
perris,Perris,Riverside,2019-20,80201,102.25,109.291,19.103,4.774,3.163,9.971,7.984,0,0.575,6.845,0,0,0,14.132,0,21.119,21.626
perris,Perris,Riverside,2020-21,79327,121.891,97.954,22.596,3.485,2.407,9.762,5.421,0,0.779,5.168,0,0,0,7.821,0,14.748,25.768
perris,Perris,Riverside,2021-22,78890,117.399,108.519,23.259,3.462,3.136,9.021,6.368,0,0.552,6.811,0,0,0,13.541,0,19.06,23.309
perris,Perris,Riverside,2022-23,78948,119.806,101.461,22.46,5.296,2.547,9.879,7.236,0,0.066,8.522,0,0,0,10.036,0,14.066,21.354
perris,Perris,Riverside,2023-24,79311,141.489,131.77,27.209,9.501,2.497,15.419,9.569,0,0.111,9.046,0,0,0,11.566,0,25.436,21.417
petaluma,Petaluma,Sonoma,2016-17,60941,60.614,53.6,17.921,13.429,0.487,11.483,2.438,0,0,2.11,0.038,0,0,5.414,0,0,0.28
petaluma,Petaluma,Sonoma,2017-18,62708,66.226,62.897,18.16,14.529,0.393,17.938,2.786,0,0,2.095,0.034,0,0,5.791,0,0,1.172
petaluma,Petaluma,Sonoma,2018-19,62247,65.958,57.194,19.692,15.178,0.542,10.803,2.974,0,0,1.884,0,0.034,0,5.654,0,0,0.433
petaluma,Petaluma,Sonoma,2019-20,61873,63.539,58.874,20.843,15.978,0.664,12.229,3.455,0,0,2.029,0.032,0,0,3.401,0,0,0.242
petaluma,Petaluma,Sonoma,2020-21,59756,72.229,66.108,19.893,12.369,4.706,18.525,3.572,0,0,2.684,0.039,0,0,3.946,0,0,0.374
petaluma,Petaluma,Sonoma,2021-22,58945,88.44,83.31,25.751,15.384,5.778,20.99,3.972,0,0,3.324,0.035,0,0,4.988,0,2.083,1.005
petaluma,Petaluma,Sonoma,2022-23,58321,101.386,96.072,27.991,15.95,6.068,24.359,6.539,0,0,8.578,0.049,0,0,5.206,0,0.918,0.417
petaluma,Petaluma,Sonoma,2023-24,58445,100.75,109.489,30.856,17.698,6.521,30.643,7.326,0,0,8.84,0.054,0,0,5.785,0,0.919,0.848
pico-rivera,Pico Rivera,Los Angeles,2016-17,64046,53.012,54.827,12.288,0,0.633,8.475,7.6,0.001,0,5.404,0,0,0,13.247,0,4.525,2.655
pico-rivera,Pico Rivera,Los Angeles,2017-18,64260,61.221,58.167,12.954,0,0.651,10.556,7.868,0,0,6.245,0,0,0,10.523,0,1.926,7.444
pico-rivera,Pico Rivera,Los Angeles,2018-19,64033,60.287,56.62,13.139,0,0.72,14.583,7.348,0,0,7.067,0,0,0,9.109,0,3.019,1.633
pico-rivera,Pico Rivera,Los Angeles,2019-20,63374,61.387,59.137,13.458,0,1.61,15.961,9.042,0,0,6.608,0,0,0,9.129,0,2.756,0.574
pico-rivera,Pico Rivera,Los Angeles,2020-21,61827,65.668,55.538,13.261,0,2.239,12.489,8.94,0,0,6.01,0,0,0,8.271,0,2.756,1.572
pico-rivera,Pico Rivera,Los Angeles,2021-22,61442,84.789,69.217,13.266,0,1.614,15.754,16.022,0,0,7.051,0,0,0,10.171,0,2.78,2.559
pico-rivera,Pico Rivera,Los Angeles,2022-23,60975,82.761,79.972,13.562,0,1.094,12.087,10.869,0,0,8.614,0,0,0,11.925,0,2.785,19.037
pico-rivera,Pico Rivera,Los Angeles,2023-24,60820,89.869,82.16,14.336,0,1.562,13.013,11.495,0,0,8.939,0,0,0,11.799,0,2.799,18.217
piedmont,Piedmont,Alameda,2016-17,11283,30.591,30.547,6.756,5.875,1.671,1.716,0.965,0.004,0,5.289,0.617,0.424,0,2.517,0,1.346,3.369
piedmont,Piedmont,Alameda,2017-18,11318,31.871,30.318,7.098,6.172,1.664,1.212,0.807,0.009,0,4.933,0.607,0.352,0,2.282,0,1.389,3.794
piedmont,Piedmont,Alameda,2018-19,11420,32.634,30.832,6.674,5.835,1.557,1.62,0.808,0.07,0,4.717,0.59,0.326,0,2.21,1.426,1.438,3.561
piedmont,Piedmont,Alameda,2019-20,11453,31.508,32.283,6.744,5.824,0.957,2.36,1.272,0.088,0,3.42,0.35,0.238,0,3.344,2.234,1.126,4.326
piedmont,Piedmont,Alameda,2020-21,11138,36.665,30.316,6.852,6.287,0.823,2.828,1.575,0.018,0,3.103,0.35,0.114,0,3.652,2.525,0,2.189
piedmont,Piedmont,Alameda,2021-22,10977,38.214,35.833,7.222,6.964,0.904,3.176,2.641,0.055,0,4.03,0.35,0.235,0,3.796,2.843,0,3.617
piedmont,Piedmont,Alameda,2022-23,10793,42.1,39.356,7.636,7.322,0.902,4.176,2.426,0,0,4.772,0.35,0.354,0,3.929,3.137,0.254,4.098
piedmont,Piedmont,Alameda,2023-24,10782,43.883,41.202,7.888,7.695,0.813,3.523,3.271,0.012,0,4.846,0.35,0.313,0,4.442,3.488,0.201,4.361
pinole,Pinole,Contra Costa,2016-17,18975,21.305,17.297,6.183,3.856,0,0.241,0.935,0,0,1.241,0,0,0,3.84,0,0.702,0.298
pinole,Pinole,Contra Costa,2017-18,19236,24.657,19.249,6.986,3.274,0.03,0.796,1.243,0.099,0,0.436,0,1.019,0,3.573,0,0.643,1.149
pinole,Pinole,Contra Costa,2018-19,19498,26.978,21.623,7.865,3.521,0.033,0.838,1.259,0.103,0,0.512,0,1.139,0,4.29,0,0.644,1.419
pinole,Pinole,Contra Costa,2019-20,19505,25.786,23.093,8.283,4.244,0.038,0.848,1.333,0.093,0,0.519,0,1.067,0,4.594,0,0.607,1.467
pinole,Pinole,Contra Costa,2020-21,18819,27.082,25.174,8.628,4.476,0.054,1.052,1.205,0.103,0,0.632,0,0.802,0,4.733,0,0.559,2.932
pinole,Pinole,Contra Costa,2021-22,18628,26.766,29.345,10.05,5.094,0.043,1.132,2.092,0.107,0,0.952,0,1.173,0,5.443,0,0.634,2.628
pinole,Pinole,Contra Costa,2022-23,18244,34.088,32.311,10.413,6.676,0.047,1.208,3.218,0.122,0,2.052,0,0.497,0,5.889,0,0.739,1.448
pinole,Pinole,Contra Costa,2023-24,18192,33,36.399,12.165,6.063,0.195,1.616,2.961,0.132,0,2.262,0,0.577,0,6.487,0,0.755,3.186
pismo-beach,Pismo Beach,San Luis Obispo,2016-17,8247,27.316,24.484,5.31,2.376,0.405,0.751,3.559,0,0,1.593,0,0,0,4.717,0,3.2,2.573
pismo-beach,Pismo Beach,San Luis Obispo,2017-18,8233,25.61,24.361,6.208,2.436,0.451,0.511,3.901,0,0,1.13,0,0,0,7.011,0,0.7,2.013
