# Citizen Ledger — community college districts — COMPLETE LAYER EXPORT
# Source dataset: California Community Colleges Chancellor's Office — CCFS-311 Annual Financial and Budget Report (Table VI, Current Expense of Education, ECS 84362); SCFF 2022-23 Recalculation Exhibit C; MIS District & College Codes
# Accounting basis: Modified accrual on the community-college Budget and Accounting Manual uniform chart; Current Expense of Education (ECS 84362)
# Gate tier: GATED TO THE DOLLAR against the Chancellor's Office printed statewide total
# Units: dollars; FTES in full-time-equivalent students
# Measured as: MODIFIED ACCRUAL ON THE COMMUNITY-COLLEGE BUDGET AND ACCOUNTING MANUAL UNIFORM CHART · DOLLARS · NOMINAL AS PUBLISHED · ALL SHIPPED YEARS · GATED TO THE DOLLAR AGAINST THE CHANCELLOR'S OFFICE PRINTED STATEWIDE TOTAL
# Data generated: 2026-07-24
# Exported: 2026-07-28
# Absent values: Empty cell = not published by the source. It is NOT zero. A real reported zero is written as 0.
# Licence: CC0 1.0 Universal (public domain). Cite freely; no permission needed.
# Stability: This file's SHAPE is not stable. The Ledger is actively developed: columns may be added, renamed or split as layers change. Pin a copy if you need reproducibility. The DATA is CC0 and that does not change.
# Schema: bulk/SCHEMA.md · Method: about.html · Findings: findings.html
# Apportionment-derived columns (funded_ftes, per_ftes_usd, state_general_fund_usd, community_supported_status) reach only the years with a readable apportionment document, and are empty elsewhere. That is an absence of source, not a zero.
# community_supported_status is three-valued: a status, or 'not-published' where the derivation could not be reconciled.
district_code,name,colleges,fiscal_year,current_expense_usd,instructional_salaries_usd,pct_instructional_salaries,funded_ftes,per_ftes_usd,state_general_fund_usd,rev_federal_usd,rev_state_usd,rev_local_usd,rev_total_usd,community_supported_status
610,ALLAN HANCOCK,Allan Hancock,2009-10,40415734,20255968,50.12,,,,4022047,38401225,16584506,59007778,not-published
610,ALLAN HANCOCK,Allan Hancock,2010-11,40176417,20176702,50.22,,,,3270642,38449831,16054622,57775095,not-published
610,ALLAN HANCOCK,Allan Hancock,2011-12,37371664,18702508,50.04,,,,2818882,35586347,16374962,54780191,not-published
610,ALLAN HANCOCK,Allan Hancock,2012-13,38278386,19249226,50.29,,,,2611203,35300722,18268450,56180375,not-published
610,ALLAN HANCOCK,Allan Hancock,2013-14,39986141,20048360,50.14,,,,2561218,38185220,18071986,58818424,not-published
610,ALLAN HANCOCK,Allan Hancock,2014-15,41925171,21029909,50.16,,,,2792482,42021766,18932902,63747150,not-published
610,ALLAN HANCOCK,Allan Hancock,2015-16,44693764,22450955,50.23,,,,2556723,50977386,21500706,75034815,not-published
610,ALLAN HANCOCK,Allan Hancock,2016-17,47574004,24027363,50.51,,,,2343709,51904110,23168615,77416434,not-published
610,ALLAN HANCOCK,Allan Hancock,2017-18,48852108,24504996,50.16,,,,1946343,54673643,24909110,81529096,not-published
610,ALLAN HANCOCK,Allan Hancock,2018-19,49607796,24823130,50.04,,,30373971,2047544,57994649,25704530,85746723,not-published
610,ALLAN HANCOCK,Allan Hancock,2019-20,50197529,25315105,50.43,8914.38,5631,35265738,,,,,not-published
610,ALLAN HANCOCK,Allan Hancock,2020-21,47186126,23675629,50.17,9084.05,5194,28765162,6771244,58295531,25629021,90695796,state-funded
610,ALLAN HANCOCK,Allan Hancock,2021-22,51790768,26145053,50.48,,,,17208252,63721951,27781936,108712139,not-published
610,ALLAN HANCOCK,Allan Hancock,2022-23,53566952,27433379,51.21,8915.15,6009,43638476,12794608,70128132,30607279,113530019,state-funded
610,ALLAN HANCOCK,Allan Hancock,2023-24,59831958,29959323,50.07,8908.06,6717,38719775,3832869,76293564,31767204,111893637,not-published
620,ANTELOPE VALLEY,Antelope Valley,2009-10,56074157,28911053,51.56,,,,3564996,52921791,10514710,67001497,not-published
620,ANTELOPE VALLEY,Antelope Valley,2010-11,54855513,29880405,54.47,,,,3228363,53361861,11265404,67855628,not-published
620,ANTELOPE VALLEY,Antelope Valley,2011-12,51634231,27482339,53.23,,,,2757343,50658895,8005450,61421688,not-published
620,ANTELOPE VALLEY,Antelope Valley,2012-13,52298585,27114912,51.85,,,,3017902,54225991,10089259,67333152,not-published
620,ANTELOPE VALLEY,Antelope Valley,2013-14,55094790,28320376,51.4,,,,4189803,55117469,10064246,69371518,not-published
620,ANTELOPE VALLEY,Antelope Valley,2014-15,56041839,29201593,52.11,,,,3900583,60259912,10259118,74419613,not-published
620,ANTELOPE VALLEY,Antelope Valley,2015-16,61076609,31755549,51.99,,,,3589795,74490369,11435743,89515907,not-published
620,ANTELOPE VALLEY,Antelope Valley,2016-17,64991788,33094458,50.92,,,,3552114,67101129,11872547,82525790,not-published
620,ANTELOPE VALLEY,Antelope Valley,2017-18,67313153,33729692,50.11,,,,2122632,68485059,12119206,82726897,not-published
620,ANTELOPE VALLEY,Antelope Valley,2018-19,69405087,35272244,50.82,,,47940024,2098514,74149584,12065660,88313758,not-published
620,ANTELOPE VALLEY,Antelope Valley,2019-20,74763658,37708586,50.44,10858.25,6885,62775845,,,,,not-published
620,ANTELOPE VALLEY,Antelope Valley,2020-21,66699582,33352151,50,11066.59,6027,56043506,22295033,85810875,11576420,119682328,state-funded
620,ANTELOPE VALLEY,Antelope Valley,2021-22,66309227,33438676,50.43,,,,32077210,94531137,11941573,138549920,not-published
620,ANTELOPE VALLEY,Antelope Valley,2022-23,73708332,37271307,50.57,11163.82,6602,76073007,21297153,108263817,15587576,145148546,state-funded
620,ANTELOPE VALLEY,Antelope Valley,2023-24,81742456,41643757,50.95,10819.52,7555,70768442,7888839,116333615,18742556,142965010,not-published
910,BARSTOW,Barstow,2009-10,11932347,5965633,50,,,,391077,13337650,3153228,16881955,not-published
910,BARSTOW,Barstow,2010-11,12024154,6081569,50.58,,,,288785,13952328,2967919,17209032,not-published
910,BARSTOW,Barstow,2011-12,11485928,5852123,50.95,,,,405994,13802149,3222382,17430525,not-published
910,BARSTOW,Barstow,2012-13,10962756,5380323,49.08,,,,388158,13332855,3218402,16939415,not-published
910,BARSTOW,Barstow,2013-14,10487985,5393237,51.42,,,,329628,13852278,4363895,18545801,not-published
910,BARSTOW,Barstow,2014-15,11228147,5648995,50.31,,,,311582,14308606,4260729,18880917,not-published
910,BARSTOW,Barstow,2015-16,11537469,6013875,52.12,,,,375547,18953159,4669253,23997959,not-published
910,BARSTOW,Barstow,2016-17,12502003,6318215,50.54,,,,900404,20580572,4627747,26108723,not-published
910,BARSTOW,Barstow,2017-18,13725784,7133370,51.97,,,,106106,20278815,5290261,25675182,not-published
910,BARSTOW,Barstow,2018-19,15741640,7897651,50.17,,,13548992,445843,22836297,5665504,28947644,not-published
910,BARSTOW,Barstow,2019-20,17446352,8815348,50.53,2500.49,6977,17335587,,,,,not-published
910,BARSTOW,Barstow,2020-21,16000709,8098218,50.61,2562.32,6245,16622387,2145641,27146720,6003124,35295485,state-funded
910,BARSTOW,Barstow,2021-22,17685985,8864821,50.12,,,,3069191,28476496,5099584,36645271,not-published
910,BARSTOW,Barstow,2022-23,18922839,9916778,52.41,2633.24,7186,22175147,4098529,34120293,5625044,43843866,state-funded
910,BARSTOW,Barstow,2023-24,20840368,10546374,50.61,2692.27,7741,22341634,457582,37612980,7198113,45268675,not-published
110,BUTTE,Butte,2009-10,49254457,24991372,50.74,,,,5937625,62676000,18577401,87191026,not-published
110,BUTTE,Butte,2010-11,50442263,25911015,51.37,,,,4157085,62209554,19024537,85391176,not-published
110,BUTTE,Butte,2011-12,47831106,25203807,52.69,,,,3664430,57187642,19232607,80084679,not-published
110,BUTTE,Butte,2012-13,46860864,24555626,52.4,,,,3301172,58536009,20963699,82800880,not-published
110,BUTTE,Butte,2013-14,47616534,25582068,53.73,,,,2364659,63117965,23742238,89224862,not-published
110,BUTTE,Butte,2014-15,50193924,26286579,52.37,,,,3074613,75000504,22424747,100499864,not-published
110,BUTTE,Butte,2015-16,51491913,27918532,54.22,,,,1711905,112407355,23850032,137969292,not-published
110,BUTTE,Butte,2016-17,53081503,30149821,56.8,,,,1833083,125225822,26052649,153111554,not-published
110,BUTTE,Butte,2017-18,56119227,30359529,54.1,,,,1815345,126360161,25117485,153292991,not-published
110,BUTTE,Butte,2018-19,58800643,33052025,56.21,,,35791379,1992433,126588780,26601586,155182799,not-published
110,BUTTE,Butte,2019-20,62896774,35499678,56.44,10383.23,6058,43619072,,,,,not-published
110,BUTTE,Butte,2020-21,61168122,33232571,54.33,10383,5891,37140555,8321664,147042589,26202483,181566736,state-funded
110,BUTTE,Butte,2021-22,65257327,34851816,53.41,,,,13660462,155811108,30230861,199702431,not-published
110,BUTTE,Butte,2022-23,70570451,37101448,52.57,10383,6797,55671838,14380180,197856969,32977030,245214179,state-funded
110,BUTTE,Butte,2023-24,80759340,42177874,52.23,10383,7778,50527182,6244364,194580221,32834325,233658910,not-published
410,CABRILLO,Cabrillo,2009-10,54422229,27460049,50.46,,,,3445433,42142324,27116627,72704384,not-published
410,CABRILLO,Cabrillo,2010-11,55268878,28682573,51.9,,,,2803584,43233421,27678246,73715251,not-published
410,CABRILLO,Cabrillo,2011-12,57018037,29040269,50.93,,,,2780865,36064703,27263616,66109184,not-published
410,CABRILLO,Cabrillo,2012-13,54361798,27901280,51.33,,,,3007827,36678358,29363021,69049206,not-published
410,CABRILLO,Cabrillo,2013-14,56128320,28524455,50.82,,,,2743847,38806331,29720209,71270387,not-published
410,CABRILLO,Cabrillo,2014-15,56396461,29112640,51.62,,,,2666092,39733312,30959279,73358683,not-published
410,CABRILLO,Cabrillo,2015-16,58366490,30588041,52.41,,,,2461859,56841290,33595680,92898829,not-published
410,CABRILLO,Cabrillo,2016-17,59627076,30466696,51.1,,,,2379256,48637501,37050687,88067444,not-published
410,CABRILLO,Cabrillo,2017-18,63378342,33307990,52.55,,,,3226158,40689971,39884609,83800738,not-published
410,CABRILLO,Cabrillo,2018-19,64115058,33646676,52.48,,,17417191,3196243,43943641,42526549,89666433,not-published
410,CABRILLO,Cabrillo,2019-20,67508174,36544177,54.13,9220.09,7322,24065413,,,,,not-published
410,CABRILLO,Cabrillo,2020-21,66256654,35438424,53.49,9424.1,7031,14442938,8739737,45394157,41123582,95257476,state-funded
410,CABRILLO,Cabrillo,2021-22,71763030,37937105,52.86,,,,10476141,54132673,43051402,107660216,not-published
410,CABRILLO,Cabrillo,2022-23,77749010,40722477,52.38,9911.34,7844,26832959,6707326,64157308,45952474,116817108,state-funded
410,CABRILLO,Cabrillo,2023-24,83285562,41967517,50.39,9911.34,8403,19830220,5265592,71341437,50965164,127572193,not-published
210,CALBRIGHT,Calbright College,2018-19,0,0,0,,,,0,120000000,428412,120428412,not-published
210,CALBRIGHT,Calbright College,2019-20,14541874,0,0,,,,,,,,not-published
210,CALBRIGHT,Calbright College,2020-21,10629567,634607,5.97,,,,390000,15000000,857782,16247782,not-published
210,CALBRIGHT,Calbright College,2021-22,10966822,647383,5.9,,,,0,15106150,644237,15750387,not-published
210,CALBRIGHT,Calbright College,2022-23,11367110,653517,5.75,,,,103001,15252292,1771791,17127084,not-published
210,CALBRIGHT,Calbright College,2023-24,12605351,1046273,8.3,,,,101572,15247854,2783513,18132939,not-published
810,CERRITOS,Cerritos,2009-10,76315963,41354438,54.19,,,,3509669,76153915,16013989,95677573,not-published
810,CERRITOS,Cerritos,2010-11,77554833,41469869,53.47,,,,3064381,76956418,15322830,95343629,not-published
810,CERRITOS,Cerritos,2011-12,75350303,40719191,54.04,,,,3552670,70903556,15621414,90077640,not-published
810,CERRITOS,Cerritos,2012-13,75107387,39611577,52.74,,,,3821453,56376380,31296964,91494797,not-published
810,CERRITOS,Cerritos,2013-14,77315964,40970990,52.99,,,,4374872,75311735,18774816,98461423,not-published
810,CERRITOS,Cerritos,2014-15,80174034,44300427,55.26,,,,4068005,86182201,20299234,110549440,not-published
810,CERRITOS,Cerritos,2015-16,83584803,45640594,54.6,,,,3343563,102569457,28777824,134690844,not-published
810,CERRITOS,Cerritos,2016-17,100454431,54671388,54.42,,,,2315947,92786406,32729754,127832107,not-published
810,CERRITOS,Cerritos,2017-18,103282883,55902576,54.13,,,,2419890,85082706,38522493,126025089,not-published
810,CERRITOS,Cerritos,2018-19,108489251,61103226,56.32,,,53197631,2278841,101141064,36202674,139622579,not-published
810,CERRITOS,Cerritos,2019-20,115518564,66406460,57.49,16622.07,6950,69788151,,,,,not-published
810,CERRITOS,Cerritos,2020-21,110688868,66211585,59.82,16129.76,6862,61194680,14624393,109552890,37051674,161228957,state-funded
810,CERRITOS,Cerritos,2021-22,121475243,65585243,53.99,,,,22932772,122999523,36330679,182262974,not-published
810,CERRITOS,Cerritos,2022-23,139611002,77845569,55.76,17361.8,8041,84328341,15126130,134972041,47825652,197923823,state-funded
810,CERRITOS,Cerritos,2023-24,140125594,77934300,55.62,17053.68,8217,78524428,10121121,152992342,52057838,215171301,not-published
480,CHABOT-LAS POSITAS,Chabot Hayward;Las Positas,2009-10,88160551,44193959,50.13,,,,3445408,61105060,44901059,109451527,not-published
480,CHABOT-LAS POSITAS,Chabot Hayward;Las Positas,2010-11,85165070,43830781,51.47,,,,4582946,65078024,42702527,112363497,not-published
480,CHABOT-LAS POSITAS,Chabot Hayward;Las Positas,2011-12,79771587,41401822,51.9,,,,7953948,51070746,43720420,102745114,not-published
480,CHABOT-LAS POSITAS,Chabot Hayward;Las Positas,2012-13,78093746,40951576,52.44,,,,4067494,51720924,49267859,105056277,not-published
480,CHABOT-LAS POSITAS,Chabot Hayward;Las Positas,2013-14,81421882,42322905,51.98,,,,5649303,53531639,52661249,111842191,not-published
480,CHABOT-LAS POSITAS,Chabot Hayward;Las Positas,2014-15,86155767,44401102,51.54,,,,6324668,65022240,55150781,126497689,not-published
480,CHABOT-LAS POSITAS,Chabot Hayward;Las Positas,2015-16,95454381,51314780,53.76,,,,6899523,76703223,66601995,150204741,not-published
480,CHABOT-LAS POSITAS,Chabot Hayward;Las Positas,2016-17,110770629,61563325,55.58,,,,6389728,90360232,67218135,163968095,not-published
480,CHABOT-LAS POSITAS,Chabot Hayward;Las Positas,2017-18,115144246,58497404,50.8,,,,7198774,113655550,77278379,198132703,not-published
480,CHABOT-LAS POSITAS,Chabot Hayward;Las Positas,2018-19,119119060,63300708,53.14,,,35998570,7207913,151275228,78675970,237159111,not-published
480,CHABOT-LAS POSITAS,Chabot Hayward;Las Positas,2019-20,121474772,65232751,53.7,17387.36,6986,40766858,,,,,not-published
480,CHABOT-LAS POSITAS,Chabot Hayward;Las Positas,2020-21,120063505,65848663,54.84,16735.04,7174,24641283,20605462,74459163,73372491,168437116,state-funded
480,CHABOT-LAS POSITAS,Chabot Hayward;Las Positas,2021-22,122042846,65325519,53.53,,,,17938540,86852977,77316214,182107731,not-published
480,CHABOT-LAS POSITAS,Chabot Hayward;Las Positas,2022-23,134692033,72625882,53.92,15600.16,8634,47344478,14191715,101923250,81120590,197235555,state-funded
480,CHABOT-LAS POSITAS,Chabot Hayward;Las Positas,2023-24,149619332,75794542,50.66,15126.32,9891,36585340,10073543,110595088,88000641,208669272,not-published
920,CHAFFEY,Chaffey,2009-10,71855680,35988067,50.08,,,,4370212,55635088,26606227,86611527,not-published
920,CHAFFEY,Chaffey,2010-11,67977943,34535569,50.8,,,,3398012,60319880,23300695,87018587,not-published
920,CHAFFEY,Chaffey,2011-12,67783652,33912549,50.03,,,,3038073,53158586,23408480,79605139,not-published
920,CHAFFEY,Chaffey,2012-13,68462187,34491772,50.38,,,,2672670,44080030,35918722,82671422,not-published
920,CHAFFEY,Chaffey,2013-14,73080625,36979608,50.6,,,,3092587,40598550,45269648,88960785,not-published
920,CHAFFEY,Chaffey,2014-15,75790342,38050682,50.21,,,,3485741,57833243,37593960,98912944,not-published
920,CHAFFEY,Chaffey,2015-16,86068788,44792459,52.04,,,,8646622,73807380,45901450,128355452,not-published
920,CHAFFEY,Chaffey,2016-17,90949573,48520791,53.35,,,,7188753,74159900,46475876,127824529,not-published
920,CHAFFEY,Chaffey,2017-18,95076910,51026415,53.67,,,,6886697,74027988,50843095,131757780,not-published
920,CHAFFEY,Chaffey,2018-19,102406133,53616300,52.36,,,41242401,4645716,83279608,56767692,144693016,not-published
920,CHAFFEY,Chaffey,2019-20,111237617,57646454,51.82,16095.53,6911,49930104,,,,,not-published
920,CHAFFEY,Chaffey,2020-21,109914469,55215340,50.23,16773.19,6553,59460737,16615015,93802722,58024236,168441973,state-funded
920,CHAFFEY,Chaffey,2021-22,123822017,62041116,50.11,,,,51263742,99896665,55380410,206540817,not-published
920,CHAFFEY,Chaffey,2022-23,132319088,66863044,50.53,16773.19,7889,64013224,22510585,113622306,66150515,202283406,state-funded
920,CHAFFEY,Chaffey,2023-24,139847508,70993913,50.77,16604.39,8422,61830983,5872022,136791606,79145857,221809485,not-published
820,CITRUS,Citrus,2009-10,46828885,23423440,50.02,,,,4731696,51752313,12287503,68771512,not-published
820,CITRUS,Citrus,2010-11,48136703,24097923,50.06,,,,2811044,52634055,12296857,67741956,not-published
820,CITRUS,Citrus,2011-12,47200536,23615829,50.03,,,,2055480,48894960,11200348,62150788,not-published
820,CITRUS,Citrus,2012-13,48908859,24616465,50.33,,,,3101231,47771026,13709782,64582039,not-published
820,CITRUS,Citrus,2013-14,50392714,25239215,50.09,,,,3037374,53647490,14053420,70738284,not-published
820,CITRUS,Citrus,2014-15,51329136,26003605,50.66,,,,2542973,58053099,15028629,75624701,not-published
820,CITRUS,Citrus,2015-16,56034570,29227344,52.16,,,,2338019,70706334,16309801,89354154,not-published
820,CITRUS,Citrus,2016-17,61700745,33422026,54.17,,,,2253599,70455667,17609828,90319094,not-published
820,CITRUS,Citrus,2017-18,64398688,33893472,52.63,,,,1812680,72473907,18598604,92885191,not-published
820,CITRUS,Citrus,2018-19,72079082,39520365,54.83,,,51568984,1370577,82401443,19005901,102777921,not-published
820,CITRUS,Citrus,2019-20,68679865,40636277,59.17,11651.39,5895,58491702,,,,,not-published
820,CITRUS,Citrus,2020-21,69747558,37498825,53.76,11238.11,6206,50658999,9889871,81486620,15168195,106544686,state-funded
820,CITRUS,Citrus,2021-22,71814119,36650071,51.03,,,,20269178,90850846,12158816,123278840,not-published
820,CITRUS,Citrus,2022-23,77257876,39103648,50.61,11413.77,6769,69482847,4020432,96641993,15805691,116468116,state-funded
820,CITRUS,Citrus,2023-24,86372789,43929870,50.86,10889.43,7932,64429079,1303784,111775635,19830875,132910294,not-published
830,COAST,Coastline;Golden West;Orange Coast,2009-10,159280202,80479987,50.53,,,,10745253,82816482,118407039,211968774,not-published
830,COAST,Coastline;Golden West;Orange Coast,2010-11,150975073,76359553,50.58,,,,9488549,87639933,116581085,213709567,not-published
830,COAST,Coastline;Golden West;Orange Coast,2011-12,143239052,71825941,50.14,,,,8358756,73122065,113547164,195027985,not-published
830,COAST,Coastline;Golden West;Orange Coast,2012-13,139191332,69725774,50.09,,,,8300926,56284236,140795051,205380213,not-published
830,COAST,Coastline;Golden West;Orange Coast,2013-14,147062892,74080129,50.37,,,,2875734,64964946,130386439,198227119,not-published
830,COAST,Coastline;Golden West;Orange Coast,2014-15,157957230,79813203,50.53,,,,3294264,70608383,139798486,213701133,not-published
830,COAST,Coastline;Golden West;Orange Coast,2015-16,168139576,87156991,51.84,,,,3248536,101705581,151414196,256368313,not-published
830,COAST,Coastline;Golden West;Orange Coast,2016-17,176106083,90839806,51.58,,,,3166951,85876897,161525933,250569781,not-published
830,COAST,Coastline;Golden West;Orange Coast,2017-18,193076006,97837203,50.67,,,,3453356,86850101,170177670,260481127,not-published
830,COAST,Coastline;Golden West;Orange Coast,2018-19,202817546,102925410,50.75,,,12630598,3527286,96518905,175682710,275728901,not-published
830,COAST,Coastline;Golden West;Orange Coast,2019-20,220195584,110599136,50.23,30899.3,7126,25795109,,,,,not-published
830,COAST,Coastline;Golden West;Orange Coast,2020-21,198737659,101485561,51.07,29494.6,6738,-1248742,20182812,94450369,182910113,297543294,state-funded
830,COAST,Coastline;Golden West;Orange Coast,2021-22,205036166,103575969,50.52,,,,20782958,98603547,188021566,307408071,not-published
830,COAST,Coastline;Golden West;Orange Coast,2022-23,219732902,111653400,50.81,28760.92,7640,23443318,31720026,111370706,208154209,351244941,state-funded
830,COAST,Coastline;Golden West;Orange Coast,2023-24,241070137,121575794,50.43,27945.78,8626,2447920,4627775,133936676,222899805,361464256,not-published
710,COMPTON,Compton,2009-10,26910129,13125425,48.78,,,,1581343,28638279,6393744,36613366,not-published
710,COMPTON,Compton,2010-11,28383467,12838757,45.23,,,,1180322,32553248,5936526,39670096,not-published
710,COMPTON,Compton,2011-12,24890552,12567951,50.49,,,,1053729,29667494,5643315,36364538,not-published
710,COMPTON,Compton,2012-13,24126957,11564347,47.93,,,,613713,26802960,7231694,34648367,not-published
710,COMPTON,Compton,2013-14,25045720,12653669,50.52,,,,449444,30164628,6790228,37404300,not-published
710,COMPTON,Compton,2014-15,26262240,13556158,51.62,,,,627704,32584497,7047336,40259537,not-published
710,COMPTON,Compton,2015-16,30150859,15288937,50.71,,,,556662,39619337,7064546,47240545,not-published
710,COMPTON,Compton,2016-17,30581193,16297845,53.29,,,,532869,37633219,7117682,45283770,not-published
710,COMPTON,Compton,2017-18,29804915,15291675,51.31,,,,490821,41959021,8235457,50685299,not-published
710,COMPTON,Compton,2018-19,33113162,16740493,50.56,,,24174796,566565,43181660,8813681,52561906,not-published
710,COMPTON,Compton,2019-20,38427145,20326522,52.9,5980.72,6425,29680913,,,,,not-published
710,COMPTON,Compton,2020-21,36106950,18094205,50.11,5979.96,6038,26052696,4255559,46858911,9573407,60687877,state-funded
710,COMPTON,Compton,2021-22,32884165,16521734,50.24,,,,7565894,48268786,8878162,64712842,not-published
710,COMPTON,Compton,2022-23,30334568,15873848,52.33,5980.21,5072,31209034,9332460,51918744,9502152,70753356,state-funded
710,COMPTON,Compton,2023-24,39299454,19792029,50.36,5979.96,6572,27991860,884384,51069004,15675554,67628942,not-published
310,CONTRA COSTA,Contra Costa;Diablo Valley;Los Medanos,2009-10,144012041,76356840,53.02,,,,5633901,88425708,97071679,191131288,not-published
310,CONTRA COSTA,Contra Costa;Diablo Valley;Los Medanos,2010-11,139378139,73859034,52.99,,,,3751623,89817139,96956832,190525594,not-published
310,CONTRA COSTA,Contra Costa;Diablo Valley;Los Medanos,2011-12,132327308,70801104,53.5,,,,4248905,73206075,100145765,177600745,not-published
310,CONTRA COSTA,Contra Costa;Diablo Valley;Los Medanos,2012-13,135874707,71945656,52.95,,,,5128915,71805772,107998179,184932866,not-published
310,CONTRA COSTA,Contra Costa;Diablo Valley;Los Medanos,2013-14,140674648,74803489,53.17,,,,7848541,73495063,113348137,194691741,not-published
310,CONTRA COSTA,Contra Costa;Diablo Valley;Los Medanos,2014-15,148505384,78807204,53.07,,,,8415448,78903992,121265676,208585116,not-published
310,CONTRA COSTA,Contra Costa;Diablo Valley;Los Medanos,2015-16,159278117,86650945,54.4,,,,7000711,106223506,133122795,246347012,not-published
310,CONTRA COSTA,Contra Costa;Diablo Valley;Los Medanos,2016-17,171077882,92455146,54.04,,,,4726442,99558396,141797836,246082674,not-published
310,CONTRA COSTA,Contra Costa;Diablo Valley;Los Medanos,2017-18,165985800,88568014,53.36,,,,4603804,94470026,147109496,246183326,not-published
310,CONTRA COSTA,Contra Costa;Diablo Valley;Los Medanos,2018-19,175018837,90880818,51.93,,,25440774,4843755,107739892,153919967,266503614,not-published
310,CONTRA COSTA,Contra Costa;Diablo Valley;Los Medanos,2019-20,182325156,92453097,50.71,27705.2,6581,32986125,,,,,not-published
310,CONTRA COSTA,Contra Costa;Diablo Valley;Los Medanos,2020-21,175943612,89746591,51.01,27552.66,6386,13891163,30393539,94473448,153359103,278226090,state-funded
310,CONTRA COSTA,Contra Costa;Diablo Valley;Los Medanos,2021-22,192552206,92490339,48.03,,,,28301704,109311803,157533349,295146856,not-published
310,CONTRA COSTA,Contra Costa;Diablo Valley;Los Medanos,2022-23,198164507,100026773,50.48,28667.56,6912,44196945,11437871,122368434,173117816,306924121,state-funded
310,CONTRA COSTA,Contra Costa;Diablo Valley;Los Medanos,2023-24,212108747,107910595,50.88,27917.09,7598,24442393,5029490,158652161,187088405,350770056,not-published
970,COPPER MOUNTAIN,Copper Mountain,2009-10,9334438,4669876,50.03,,,,734914,10494330,2108209,13337453,not-published
970,COPPER MOUNTAIN,Copper Mountain,2010-11,10324274,5185573,50.23,,,,386420,10680831,1927801,12995052,not-published
970,COPPER MOUNTAIN,Copper Mountain,2011-12,10091768,5062271,50.16,,,,255546,10621547,2023950,12901043,not-published
970,COPPER MOUNTAIN,Copper Mountain,2012-13,10488052,5329564,50.82,,,,294720,10697596,2535933,13528249,not-published
970,COPPER MOUNTAIN,Copper Mountain,2013-14,10710558,5445001,50.84,,,,291729,11587200,2040360,13919289,not-published
970,COPPER MOUNTAIN,Copper Mountain,2014-15,11017021,5522941,50.13,,,,453559,11777384,2656501,14887444,not-published
970,COPPER MOUNTAIN,Copper Mountain,2015-16,11327844,5983993,52.83,,,,420993,13753610,2277862,16452465,not-published
970,COPPER MOUNTAIN,Copper Mountain,2016-17,12318032,6491888,52.7,,,,381481,14688826,2486967,17557274,not-published
970,COPPER MOUNTAIN,Copper Mountain,2017-18,12549055,6536859,52.09,,,,392904,16179586,2447048,19019538,not-published
970,COPPER MOUNTAIN,Copper Mountain,2018-19,13960142,7327567,52.49,,,10662550,392055,17844132,2492534,20728721,not-published
970,COPPER MOUNTAIN,Copper Mountain,2019-20,13889434,7295228,52.52,1463.67,9489,12233783,,,,,not-published
970,COPPER MOUNTAIN,Copper Mountain,2020-21,12661780,6372653,50.33,1444.62,8765,11198118,1677279,18496817,3594767,23768863,state-funded
970,COPPER MOUNTAIN,Copper Mountain,2021-22,12955066,6509940,50.25,,,,2440376,18986225,3596905,25023506,not-published
970,COPPER MOUNTAIN,Copper Mountain,2022-23,12156220,6081128,50.02,1448.46,8393,14986412,1737987,22215154,4114389,28067530,state-funded
970,COPPER MOUNTAIN,Copper Mountain,2023-24,14842372,7662175,51.62,1473.11,10076,14391103,715753,26252751,4583567,31552071,not-published
930,DESERT,Desert,2009-10,35386570,18120158,51.21,,,,3179413,17542992,28562717,49285122,not-published
930,DESERT,Desert,2010-11,35379026,17703948,50.04,,,,4702785,18420207,26580687,49703679,not-published
930,DESERT,Desert,2011-12,33845268,17078547,50.46,,,,4538543,18074992,24801100,47414635,not-published
930,DESERT,Desert,2012-13,33610579,16823372,50.05,,,,4189850,5713442,36342152,46245444,not-published
930,DESERT,Desert,2013-14,36726919,18416371,50.14,,,,3479156,11451003,37346428,52276587,not-published
930,DESERT,Desert,2014-15,40316418,20676109,51.28,,,,2815682,13334858,38317747,54468287,not-published
930,DESERT,Desert,2015-16,44484693,23942304,53.82,,,,2475261,28054977,41347663,71877901,not-published
930,DESERT,Desert,2016-17,50142125,25729203,51.31,,,,2814131,25578606,43027686,71420423,not-published
930,DESERT,Desert,2017-18,57824454,29099490,50.32,,,,3685713,32007303,46164313,81857329,not-published
930,DESERT,Desert,2018-19,63338556,31673575,50.01,,,16742185,3329992,40320906,50384400,94035298,not-published
930,DESERT,Desert,2019-20,65044168,32545210,50.04,10473.33,6210,20825752,,,,,not-published
930,DESERT,Desert,2020-21,65271672,32646293,50.02,10353.53,6304,26746536,10907188,47626752,50435610,108969550,state-funded
930,DESERT,Desert,2021-22,70842649,35673327,50.36,,,,9954641,52853558,53647299,116455498,not-published
930,DESERT,Desert,2022-23,75563891,38158403,50.5,10353.53,7298,22252807,3734238,60064193,65443342,129241773,state-funded
930,DESERT,Desert,2023-24,85163514,43288846,50.83,10103.78,8429,23597116,3676353,56166228,78079954,137922535,not-published
720,EL CAMINO,El Camino,2009-10,92292744,48773977,52.85,,,,5475512,75148580,43204097,123828189,not-published
