# Citizen Ledger — community college districts — COMPLETE LAYER EXPORT
# Source dataset: California Community Colleges Chancellor's Office — CCFS-311 Annual Financial and Budget Report (Table VI, Current Expense of Education, ECS 84362); SCFF 2022-23 Recalculation Exhibit C; MIS District & College Codes
# Accounting basis: Modified accrual on the community-college Budget and Accounting Manual uniform chart; Current Expense of Education (ECS 84362)
# Gate tier: GATED TO THE DOLLAR against the Chancellor's Office printed statewide total
# Units: dollars; FTES in full-time-equivalent students
# Measured as: MODIFIED ACCRUAL ON THE COMMUNITY-COLLEGE BUDGET AND ACCOUNTING MANUAL UNIFORM CHART · DOLLARS · NOMINAL AS PUBLISHED · ALL SHIPPED YEARS · GATED TO THE DOLLAR AGAINST THE CHANCELLOR'S OFFICE PRINTED STATEWIDE TOTAL
# Data generated: 2026-07-24
# Exported: 2026-07-28
# Absent values: Empty cell = not published by the source. It is NOT zero. A real reported zero is written as 0.
# Licence: CC0 1.0 Universal (public domain). Cite freely; no permission needed.
# Stability: This file's SHAPE is not stable. The Ledger is actively developed: columns may be added, renamed or split as layers change. Pin a copy if you need reproducibility. The DATA is CC0 and that does not change.
# Schema: bulk/SCHEMA.md · Method: about.html · Findings: findings.html
# Apportionment-derived columns (funded_ftes, per_ftes_usd, state_general_fund_usd, community_supported_status) reach only the years with a readable apportionment document, and are empty elsewhere. That is an absence of source, not a zero.
# community_supported_status is three-valued: a status, or 'not-published' where the derivation could not be reconciled.
district_code,name,colleges,fiscal_year,current_expense_usd,instructional_salaries_usd,pct_instructional_salaries,funded_ftes,per_ftes_usd,state_general_fund_usd,rev_federal_usd,rev_state_usd,rev_local_usd,rev_total_usd,community_supported_status
640,SAN LUIS OBISPO,Cuesta,2019-20,53502157,27570702,51.53,7862.43,6805,514355,,,,,not-published
640,SAN LUIS OBISPO,Cuesta,2020-21,49071224,25500648,51.97,7778.06,6309,514355,6315107,15650139,55504439,77469685,state-funded
640,SAN LUIS OBISPO,Cuesta,2021-22,52408333,27256005,52.01,,,,12333136,21609516,55604840,89547492,not-published
640,SAN LUIS OBISPO,Cuesta,2022-23,57523598,29937074,52.04,8090.59,7110,7038169,3410746,28355765,61044105,92810616,state-funded
640,SAN LUIS OBISPO,Cuesta,2023-24,62363139,33136576,53.13,7969.79,7825,1297862,2128321,36056664,66171599,104356584,not-published
370,SAN MATEO,Canada;San Mateo;Skyline,2009-10,95040429,50077505,52.69,,,,5504262,64901835,64146079,134552176,not-published
370,SAN MATEO,Canada;San Mateo;Skyline,2010-11,89353279,46065054,51.55,,,,5484154,56192140,78154736,139831030,not-published
370,SAN MATEO,Canada;San Mateo;Skyline,2011-12,92694080,47349327,51.08,,,,4800062,14000840,113925746,132726648,not-published
370,SAN MATEO,Canada;San Mateo;Skyline,2012-13,109022119,56482971,51.81,,,,5003574,12858978,128692956,146555508,not-published
370,SAN MATEO,Canada;San Mateo;Skyline,2013-14,111140656,56154229,50.53,,,,4284623,16050671,135427803,155763097,not-published
370,SAN MATEO,Canada;San Mateo;Skyline,2014-15,115146228,57814732,50.21,,,,4853407,17075032,142936886,164865325,not-published
370,SAN MATEO,Canada;San Mateo;Skyline,2015-16,122234998,59133545,48.38,,,,5149883,35359792,153597059,194106734,not-published
370,SAN MATEO,Canada;San Mateo;Skyline,2016-17,134541331,61397825,45.63,,,,5639607,30645852,164234418,200519877,not-published
370,SAN MATEO,Canada;San Mateo;Skyline,2017-18,141321321,62807382,44.44,,,,7232015,31384848,177116305,215733168,not-published
370,SAN MATEO,Canada;San Mateo;Skyline,2018-19,156613664,66148910,42.24,,,1039342,6851443,43939388,191839612,242630443,not-published
370,SAN MATEO,Canada;San Mateo;Skyline,2019-20,161933798,68756215,42.46,15212.94,10644,1073225,,,,,not-published
370,SAN MATEO,Canada;San Mateo;Skyline,2020-21,167594649,69682558,41.58,14476.57,11577,1073225,17358821,38488113,206416778,262263712,basic-aid
370,SAN MATEO,Canada;San Mateo;Skyline,2021-22,175440660,72038326,41.06,,,,18264295,42101997,209015925,269382217,not-published
370,SAN MATEO,Canada;San Mateo;Skyline,2022-23,193664591,78381518,40.47,13077.56,14809,1201611,11323428,44011168,237629008,292963604,basic-aid
370,SAN MATEO,Canada;San Mateo;Skyline,2023-24,207840679,85422771,41.1,13066.13,15907,1300383,6129492,56125630,258762281,321017403,not-published
650,SANTA BARBARA,Santa Barbara Cont,2009-10,77308792,42956139,55.56,,,,2540112,57188146,42527937,102256195,not-published
650,SANTA BARBARA,Santa Barbara Cont,2010-11,78666139,42532879,54.07,,,,2936409,58585465,42512230,104034104,not-published
650,SANTA BARBARA,Santa Barbara Cont,2011-12,79076148,42999865,54.38,,,,2862656,50191423,53894232,106948311,not-published
650,SANTA BARBARA,Santa Barbara Cont,2012-13,76897227,42173057,54.84,,,,2837269,47157634,53745111,103740014,not-published
650,SANTA BARBARA,Santa Barbara Cont,2013-14,81284866,43885149,53.99,,,,2997960,52931710,53373486,109303156,not-published
650,SANTA BARBARA,Santa Barbara Cont,2014-15,88132681,48981367,55.58,,,,2809447,52407429,57863725,113080601,not-published
650,SANTA BARBARA,Santa Barbara Cont,2015-16,88918060,47929783,53.9,,,,2772525,68753220,60407047,131932792,not-published
650,SANTA BARBARA,Santa Barbara Cont,2016-17,89049393,47917368,53.81,,,,3907485,58148254,57705551,119761290,not-published
650,SANTA BARBARA,Santa Barbara Cont,2017-18,87874801,46907830,53.38,,,,4029307,57737013,58419369,120185689,not-published
650,SANTA BARBARA,Santa Barbara Cont,2018-19,95664452,52578392,54.96,,,25941556,3367961,67186295,58535667,129089923,not-published
650,SANTA BARBARA,Santa Barbara Cont,2019-20,99424754,56412926,56.74,12801.62,7767,33563532,,,,,not-published
650,SANTA BARBARA,Santa Barbara Cont,2020-21,88423344,50988869,57.66,12671.09,6978,24561498,18619812,82041965,52541567,153203344,state-funded
650,SANTA BARBARA,Santa Barbara Cont,2021-22,101535506,54086196,53.27,,,,25261465,85785458,56539428,167586351,not-published
650,SANTA BARBARA,Santa Barbara Cont,2022-23,110289665,58128775,52.71,12614.2,8743,41901471,3499844,112181946,61376095,177057885,state-funded
650,SANTA BARBARA,Santa Barbara Cont,2023-24,112481055,59861362,53.22,12251.81,9181,33907320,3173394,103555393,65849556,172578343,not-published
660,SANTA CLARITA,Canyons,2009-10,64590366,32413890,50.18,,,,2971220,60312248,26035252,89318720,not-published
660,SANTA CLARITA,Canyons,2010-11,63372903,31701351,50.02,,,,2973729,63556733,24313407,90843869,not-published
660,SANTA CLARITA,Canyons,2011-12,61417261,30859869,50.25,,,,3652506,56373499,24279635,84305640,not-published
660,SANTA CLARITA,Canyons,2012-13,61114862,31327551,51.26,,,,2590183,55646708,27169168,85406059,not-published
660,SANTA CLARITA,Canyons,2013-14,64585389,33173850,51.36,,,,2376799,60996134,28839573,92212506,not-published
660,SANTA CLARITA,Canyons,2014-15,67739505,35961831,53.09,,,,2542186,69005358,29429148,100976692,not-published
660,SANTA CLARITA,Canyons,2015-16,74893415,40732695,54.39,,,,2882792,93218211,33928422,130029425,not-published
660,SANTA CLARITA,Canyons,2016-17,82017363,43316407,52.81,,,,2753568,93170406,40303120,136227094,not-published
660,SANTA CLARITA,Canyons,2017-18,87218557,48093921,55.14,,,,2463294,91616418,42263665,136343377,not-published
660,SANTA CLARITA,Canyons,2018-19,92448170,50704780,54.85,,,47081214,2756619,97383135,43552305,143692059,not-published
660,SANTA CLARITA,Canyons,2019-20,96002700,52235775,54.41,17040.97,5634,56901594,,,,,not-published
660,SANTA CLARITA,Canyons,2020-21,93631516,51792453,55.32,16871.98,5550,46794877,12284803,96260686,43459334,152004823,state-funded
660,SANTA CLARITA,Canyons,2021-22,101057417,53107583,52.55,,,,16235198,116429023,40475264,173139485,not-published
660,SANTA CLARITA,Canyons,2022-23,109726493,57931143,52.8,16736.53,6556,71592869,6049694,122707297,50397730,179154721,state-funded
660,SANTA CLARITA,Canyons,2023-24,124477727,65204186,52.38,16009.97,7775,66091289,4969977,146460093,49303588,200733658,not-published
780,SANTA MONICA,Santa Monica,2009-10,119607179,62311651,52.1,,,,5690381,93840177,56920837,156451395,not-published
780,SANTA MONICA,Santa Monica,2010-11,120448968,62366803,51.78,,,,6796859,94280844,59655140,160732843,not-published
780,SANTA MONICA,Santa Monica,2011-12,124043130,63389116,51.1,,,,7508327,81735897,63433349,152677573,not-published
780,SANTA MONICA,Santa Monica,2012-13,123227481,64612488,52.43,,,,7482754,70280524,79957551,157720829,not-published
780,SANTA MONICA,Santa Monica,2013-14,126012599,66050073,52.42,,,,6161685,89085975,75094629,170342289,not-published
780,SANTA MONICA,Santa Monica,2014-15,134493482,71949390,53.5,,,,5068030,93876946,80820546,179765522,not-published
780,SANTA MONICA,Santa Monica,2015-16,146797415,74987667,51.08,,,,3948936,112916218,92796104,209661258,not-published
780,SANTA MONICA,Santa Monica,2016-17,155891405,78371415,50.27,,,,4176191,102634789,97494629,204305609,not-published
780,SANTA MONICA,Santa Monica,2017-18,162949413,82536336,50.65,,,,3572530,123164912,98322097,225059539,not-published
780,SANTA MONICA,Santa Monica,2018-19,164831601,83402911,50.6,,,66859676,3460476,123715142,98253443,225429061,not-published
780,SANTA MONICA,Santa Monica,2019-20,177401730,93742589,52.84,19678.26,9015,82216429,,,,,not-published
780,SANTA MONICA,Santa Monica,2020-21,167024839,89326747,53.48,20317.52,8221,67666797,32756416,125347483,85617876,243721775,state-funded
780,SANTA MONICA,Santa Monica,2021-22,177473498,91419911,51.51,,,,21345256,141345507,82913869,245604632,not-published
780,SANTA MONICA,Santa Monica,2022-23,194033142,97116754,50.05,19458.14,9972,91896926,9778604,148369501,92094739,250242844,state-funded
780,SANTA MONICA,Santa Monica,2023-24,205292463,102739792,50.05,18645.23,11010,85711079,5170908,164814012,96891708,266876628,not-published
560,SEQUOIAS,Sequoias,2009-10,44885118,23537835,52.44,,,,3298255,39493320,14396721,57188296,not-published
560,SEQUOIAS,Sequoias,2010-11,44547975,22539933,50.6,,,,3643515,39607519,14832174,58083208,not-published
560,SEQUOIAS,Sequoias,2011-12,40693436,20928815,51.43,,,,3091201,36328563,13927369,53347133,not-published
560,SEQUOIAS,Sequoias,2012-13,39196385,20190396,51.51,,,,3397308,36418263,14643171,54458742,not-published
560,SEQUOIAS,Sequoias,2013-14,39743974,20639210,51.93,,,,3214269,37890819,15976553,57081641,not-published
560,SEQUOIAS,Sequoias,2014-15,41828780,21204852,50.69,,,,3336854,40900766,15498492,59736112,not-published
560,SEQUOIAS,Sequoias,2015-16,43783791,22999298,52.53,,,,2465647,52149126,18288977,72903750,not-published
560,SEQUOIAS,Sequoias,2016-17,47562527,25233256,53.05,,,,2088795,52403505,20612383,75104683,not-published
560,SEQUOIAS,Sequoias,2017-18,51772611,27569745,53.25,,,,2601133,57676101,21391552,81668786,not-published
560,SEQUOIAS,Sequoias,2018-19,55056769,29811054,54.15,,,37720538,2591429,64782459,23248174,90622062,not-published
560,SEQUOIAS,Sequoias,2019-20,60623105,32550218,53.69,10400.88,5829,47480817,,,,,not-published
560,SEQUOIAS,Sequoias,2020-21,61450261,33095743,53.86,10356.19,5934,41184453,13691702,69952035,23323377,106967114,state-funded
560,SEQUOIAS,Sequoias,2021-22,67068354,34447502,51.36,,,,24080595,75869554,24616346,124566495,not-published
560,SEQUOIAS,Sequoias,2022-23,74055823,38232423,51.63,10426.63,7103,61382669,3733629,96640657,28510530,128884816,state-funded
560,SEQUOIAS,Sequoias,2023-24,85189576,43597418,51.18,10070.64,8459,58760292,1622427,102464214,29995589,134082230,not-published
170,SHASTA-TEH-TRI,Shasta,2009-10,34813437,18039000,51.82,,,,3277280,29046135,17564425,49887840,not-published
170,SHASTA-TEH-TRI,Shasta,2010-11,33621636,17408460,51.78,,,,3321975,31063896,16549782,50935653,not-published
170,SHASTA-TEH-TRI,Shasta,2011-12,32457812,16549535,50.99,,,,2897043,27179466,16488011,46564520,not-published
170,SHASTA-TEH-TRI,Shasta,2012-13,32554485,16433509,50.48,,,,1812107,24751172,19184584,45747863,not-published
170,SHASTA-TEH-TRI,Shasta,2013-14,33673244,16902473,50.2,,,,1956681,28795664,16984390,47736735,not-published
170,SHASTA-TEH-TRI,Shasta,2014-15,34531917,17485789,50.64,,,,1778430,29981903,17641143,49401476,not-published
170,SHASTA-TEH-TRI,Shasta,2015-16,35259530,18334640,52,,,,1999024,41063399,18613971,61676394,not-published
170,SHASTA-TEH-TRI,Shasta,2016-17,37961854,19338037,50.94,,,,1816699,36888187,20020395,58725281,not-published
170,SHASTA-TEH-TRI,Shasta,2017-18,39186884,20441894,52.17,,,,1914187,39978628,21338555,63231370,not-published
170,SHASTA-TEH-TRI,Shasta,2018-19,41490705,21114449,50.89,,,20387986,2228250,41265050,21287796,64781096,not-published
170,SHASTA-TEH-TRI,Shasta,2019-20,44987318,23557990,52.37,6850.44,6567,26246204,,,,,not-published
170,SHASTA-TEH-TRI,Shasta,2020-21,40894201,21349147,52.21,6528.15,6264,20738812,7890004,47497789,22385509,77773302,state-funded
170,SHASTA-TEH-TRI,Shasta,2021-22,44490165,22331091,50.19,,,,8158230,48678328,23790512,80627070,not-published
170,SHASTA-TEH-TRI,Shasta,2022-23,45979572,23542130,51.2,7072.04,6502,31450972,7854845,61329656,26381296,95565797,state-funded
170,SHASTA-TEH-TRI,Shasta,2023-24,52946768,26527091,50.1,6664.65,7944,28708006,3340002,70049301,27462889,100852192,not-published
270,SIERRA,Sierra,2009-10,67143466,34001474,50.64,,,,1957206,17210154,72503225,91670585,not-published
270,SIERRA,Sierra,2010-11,66147125,33400635,50.49,,,,1442976,22946153,67880536,92269665,not-published
270,SIERRA,Sierra,2011-12,65055317,32727971,50.31,,,,1360823,17500460,66254807,85116090,not-published
270,SIERRA,Sierra,2012-13,61939322,31637357,51.08,,,,1332534,15322136,68744412,85399082,not-published
270,SIERRA,Sierra,2013-14,65568556,33371546,50.9,,,,1375779,17247705,72332779,90956263,not-published
270,SIERRA,Sierra,2014-15,67255144,35280209,52.46,,,,1212373,17373832,76173074,94759279,not-published
270,SIERRA,Sierra,2015-16,74538541,39455200,52.93,,,,1509911,28019121,85805391,115334423,not-published
270,SIERRA,Sierra,2016-17,76825390,40485983,52.7,,,,1541358,24412513,86888448,112842319,not-published
270,SIERRA,Sierra,2017-18,78739745,40868699,51.9,,,,1606564,33834841,90599047,126040452,not-published
270,SIERRA,Sierra,2018-19,86258508,44311152,51.37,,,888168,1614739,38052052,95986135,135652926,not-published
270,SIERRA,Sierra,2019-20,88939556,46352598,52.12,14247.56,6242,917122,,,,,not-published
270,SIERRA,Sierra,2020-21,82887870,43048936,51.94,13247.51,6257,917122,6473663,28908711,99734572,135116946,basic-aid
270,SIERRA,Sierra,2021-22,93038368,46522234,50,,,,20304520,26379973,103927373,150611866,not-published
270,SIERRA,Sierra,2022-23,97577093,49175213,50.4,13814.34,7063,1026833,11092453,50361073,117163603,178617129,basic-aid
270,SIERRA,Sierra,2023-24,107096935,53652360,50.1,13541.51,7909,1111239,1531309,41737200,126212324,169480833,not-published
180,SISKIYOU,Siskiyous,2009-10,14631163,7323539,50.05,,,,1779330,13528210,4992017,20299557,not-published
180,SISKIYOU,Siskiyous,2010-11,14250004,7126356,50.01,,,,1266853,13703574,4831344,19801771,not-published
180,SISKIYOU,Siskiyous,2011-12,13787831,6895986,50.02,,,,1233693,11862990,5031302,18127985,not-published
180,SISKIYOU,Siskiyous,2012-13,14617684,7478139,51.16,,,,1012269,11881385,5433654,18327308,not-published
180,SISKIYOU,Siskiyous,2013-14,14288600,7224425,50.56,,,,822490,12118174,5628532,18569196,not-published
180,SISKIYOU,Siskiyous,2014-15,14532753,7300655,50.24,,,,983622,13124806,5621863,19730291,not-published
180,SISKIYOU,Siskiyous,2015-16,17041299,8583686,50.37,,,,744935,20310619,6128813,27184367,not-published
180,SISKIYOU,Siskiyous,2016-17,17237343,8821599,51.18,,,,922142,20596229,6249483,27767854,not-published
180,SISKIYOU,Siskiyous,2017-18,17662102,8899728,50.39,,,,780764,19293790,6296716,26371270,not-published
180,SISKIYOU,Siskiyous,2018-19,17638815,8842979,50.13,,,11664387,949690,19199218,6322468,26471376,not-published
180,SISKIYOU,Siskiyous,2019-20,16490346,8267567,50.14,2098.84,7857,12983816,,,,,not-published
180,SISKIYOU,Siskiyous,2020-21,13390666,6763083,50.51,2017.08,6639,11363513,1839365,17689526,5950308,25479199,state-funded
180,SISKIYOU,Siskiyous,2021-22,16715028,8383231,50.15,,,,1481618,19764295,6657384,27903297,not-published
180,SISKIYOU,Siskiyous,2022-23,16562557,8283729,50.01,2047.58,8089,14122804,2455665,17822533,7277892,27556090,state-funded
180,SISKIYOU,Siskiyous,2023-24,17322075,9252430,53.41,1550.68,11171,14090338,1164128,23048109,7818856,32031093,not-published
280,SOLANO,Solano,2009-10,47023839,23712739,50.43,,,,1596963,38842353,14050845,54490161,not-published
280,SOLANO,Solano,2010-11,44745904,23527459,52.58,,,,1270993,41500656,15817558,58589207,not-published
280,SOLANO,Solano,2011-12,43201581,22080025,51.11,,,,1452469,36111387,13414000,50977856,not-published
280,SOLANO,Solano,2012-13,40698047,20498312,50.37,,,,1767960,32920238,18026823,52715021,not-published
280,SOLANO,Solano,2013-14,43866454,21960909,50.06,,,,1387701,35626153,16408217,53422071,not-published
280,SOLANO,Solano,2014-15,45202143,22907731,50.68,,,,1786030,35441339,18469844,55697213,not-published
280,SOLANO,Solano,2015-16,45531825,24321290,53.42,,,,1550393,45278314,20525909,67354616,not-published
280,SOLANO,Solano,2016-17,47113753,24238147,51.45,,,,1410988,37638498,22794458,61843944,not-published
280,SOLANO,Solano,2017-18,51379624,26102999,50.8,,,,1269685,43188264,24105528,68563477,not-published
280,SOLANO,Solano,2018-19,49277946,24702385,50.13,,,23064992,740162,38253784,25026983,64020929,not-published
280,SOLANO,Solano,2019-20,52636135,28484408,54.12,7031.05,7486,23785705,,,,,not-published
280,SOLANO,Solano,2020-21,50931245,26421874,51.88,6758.38,7536,19969481,4335545,46516945,24511655,75364145,state-funded
280,SOLANO,Solano,2021-22,53440678,27161130,50.82,,,,3053641,42254937,26904066,72212644,not-published
280,SOLANO,Solano,2022-23,47866922,26314134,54.97,6868.26,6969,26008394,2182907,51901834,29255132,83339873,state-funded
280,SOLANO,Solano,2023-24,67636278,33815071,50,6757.38,10009,27461885,249040,56174578,30642559,87066177,not-published
260,SONOMA,Santa Rosa,2009-10,95200355,49574239,52.07,,,,2145331,58317081,53293630,113756042,not-published
260,SONOMA,Santa Rosa,2010-11,93190216,47091710,50.53,,,,1953326,60711578,51339733,114004637,not-published
260,SONOMA,Santa Rosa,2011-12,89912851,45180459,50.25,,,,2115082,52536753,53798277,108450112,not-published
260,SONOMA,Santa Rosa,2012-13,90769220,45830484,50.49,,,,2097544,48837238,57054193,107988975,not-published
260,SONOMA,Santa Rosa,2013-14,98940838,50551011,51.09,,,,2295465,56963893,58253018,117512376,not-published
260,SONOMA,Santa Rosa,2014-15,103370279,52933394,51.21,,,,2719694,56953766,61267408,120940868,not-published
260,SONOMA,Santa Rosa,2015-16,111171070,57063693,51.33,,,,3344831,75703940,68051558,147100329,not-published
260,SONOMA,Santa Rosa,2016-17,114826310,58779473,51.19,,,,3507785,67457835,70844122,141809742,not-published
260,SONOMA,Santa Rosa,2017-18,120453481,63396525,52.63,,,,3226470,68849303,73625719,145701492,not-published
260,SONOMA,Santa Rosa,2018-19,121556387,64540389,53.1,,,23557034,3050707,76745059,77020947,156816713,not-published
260,SONOMA,Santa Rosa,2019-20,114425355,60642489,53,19427.9,5890,31778228,,,,,not-published
260,SONOMA,Santa Rosa,2020-21,113072704,60225388,53.26,19299.96,5859,16297457,14153091,73930650,82627906,170711647,state-funded
260,SONOMA,Santa Rosa,2021-22,117808848,61075269,51.84,,,,14839293,80090653,84077060,179007006,not-published
260,SONOMA,Santa Rosa,2022-23,128349020,64940066,50.6,19461.92,6595,41384698,7952456,90704860,90223984,188881300,state-funded
260,SONOMA,Santa Rosa,2023-24,141217120,71982268,50.97,18381.08,7683,29262921,4236635,99702938,94803831,198743404,not-published
890,SOUTH ORANGE,Irvine;Saddleback,2009-10,124308791,64655848,52.01,,,,3238964,16045500,177278292,196562756,not-published
890,SOUTH ORANGE,Irvine;Saddleback,2010-11,128392406,66980189,52.17,,,,2427180,15982838,174611406,193021424,not-published
890,SOUTH ORANGE,Irvine;Saddleback,2011-12,125308211,64797849,51.71,,,,2589703,15128747,175952750,193671200,not-published
890,SOUTH ORANGE,Irvine;Saddleback,2012-13,135020503,70433728,52.17,,,,2073069,16471836,188346572,206891477,not-published
890,SOUTH ORANGE,Irvine;Saddleback,2013-14,134596088,69253223,51.45,,,,1514722,18029721,193087027,212631470,not-published
890,SOUTH ORANGE,Irvine;Saddleback,2014-15,140888334,73099929,51.89,,,,2558497,25104508,206572479,234235484,not-published
890,SOUTH ORANGE,Irvine;Saddleback,2015-16,160677042,85670427,53.32,,,,2987343,48901774,220075517,271964634,not-published
890,SOUTH ORANGE,Irvine;Saddleback,2016-17,175189166,94244072,53.8,,,,2955543,42830656,236443486,282229685,not-published
890,SOUTH ORANGE,Irvine;Saddleback,2017-18,178777055,96102388,53.76,,,,2365535,46308202,253944269,302618006,not-published
890,SOUTH ORANGE,Irvine;Saddleback,2018-19,182099149,98661660,54.18,,,1373625,3242812,57157236,269994344,330394392,not-published
890,SOUTH ORANGE,Irvine;Saddleback,2019-20,193266156,104009192,53.82,26905.47,7183,1418405,,,,,not-published
890,SOUTH ORANGE,Irvine;Saddleback,2020-21,188890483,100982865,53.46,26601.92,7101,1418405,26473764,61243719,281178543,368896026,basic-aid
890,SOUTH ORANGE,Irvine;Saddleback,2021-22,199262670,104888541,52.64,,,,12942079,69448726,292574834,374965639,not-published
890,SOUTH ORANGE,Irvine;Saddleback,2022-23,215647055,111444087,51.68,26529.79,8128,1588083,10507363,75234414,316273749,402015526,basic-aid
890,SOUTH ORANGE,Irvine;Saddleback,2023-24,246161136,132775144,53.94,27339.54,9004,1718623,6122849,86080830,346849689,439053368,not-published
090,SOUTHWESTERN,Southwestern,2009-10,73304092,37255580,50.82,,,,4945061,63537564,27580528,96063153,not-published
090,SOUTHWESTERN,Southwestern,2010-11,75611924,39431939,52.15,,,,4389106,63613184,26776998,94779288,not-published
090,SOUTHWESTERN,Southwestern,2011-12,74933251,37737472,50.36,,,,4140973,56044628,27231072,87416673,not-published
090,SOUTHWESTERN,Southwestern,2012-13,69168141,34708082,50.18,,,,4098987,54432377,27746358,86277722,not-published
090,SOUTHWESTERN,Southwestern,2013-14,72375337,38338765,52.97,,,,3626908,63785589,27683417,95095914,not-published
090,SOUTHWESTERN,Southwestern,2014-15,79807175,42204784,52.88,,,,3324433,69615572,29607848,102547853,not-published
090,SOUTHWESTERN,Southwestern,2015-16,87277323,46018367,52.73,,,,3254015,88102711,32787155,124143881,not-published
090,SOUTHWESTERN,Southwestern,2016-17,86555032,45075957,52.08,,,,3056788,80428188,36503479,119988455,not-published
090,SOUTHWESTERN,Southwestern,2017-18,92893608,49076869,52.83,,,,4044343,85858949,37690122,127593414,not-published
090,SOUTHWESTERN,Southwestern,2018-19,98279551,49529875,50.4,,,46957090,4394379,86123619,40625288,131143286,not-published
090,SOUTHWESTERN,Southwestern,2019-20,98312982,49909768,50.77,14209.08,6919,54374196,,,,,not-published
090,SOUTHWESTERN,Southwestern,2020-21,100813433,50817379,50.41,14845.59,6791,42023205,17907831,92879884,41304232,152091947,state-funded
090,SOUTHWESTERN,Southwestern,2021-22,109544679,54924467,50.14,,,,40767736,105879216,49489623,196136575,not-published
090,SOUTHWESTERN,Southwestern,2022-23,109785608,62327207,56.77,15008.59,7315,68988623,11213685,126820789,53096675,191131149,state-funded
090,SOUTHWESTERN,Southwestern,2023-24,133357992,67444859,50.57,15146.41,8805,61509353,7831641,132925274,56648959,197405874,not-published
570,STATE CENTER,Clovis;Fresno City;Madera;Reedley College,2009-10,128959562,65749827,50.98,,,,12454493,110812194,46119904,169386591,not-published
570,STATE CENTER,Clovis;Fresno City;Madera;Reedley College,2010-11,127729594,64147786,50.22,,,,12497275,113833146,43931175,170261596,not-published
570,STATE CENTER,Clovis;Fresno City;Madera;Reedley College,2011-12,125504573,64672072,51.53,,,,13380461,100811957,42830122,157022540,not-published
570,STATE CENTER,Clovis;Fresno City;Madera;Reedley College,2012-13,124589997,64121838,51.47,,,,14162236,103388836,42937586,160488658,not-published
570,STATE CENTER,Clovis;Fresno City;Madera;Reedley College,2013-14,129690167,66542090,51.31,,,,12406949,111547462,46664482,170618893,not-published
570,STATE CENTER,Clovis;Fresno City;Madera;Reedley College,2014-15,139582212,72689610,52.08,,,,11141545,123190655,50207061,184539261,not-published
570,STATE CENTER,Clovis;Fresno City;Madera;Reedley College,2015-16,152188175,80136469,52.66,,,,10455204,172714748,56425321,239595273,not-published
570,STATE CENTER,Clovis;Fresno City;Madera;Reedley College,2016-17,156255261,83094611,53.18,,,,10621604,159765284,61780817,232167705,not-published
570,STATE CENTER,Clovis;Fresno City;Madera;Reedley College,2017-18,168179080,88545759,52.65,,,,10931047,179022946,65335865,255289858,not-published
570,STATE CENTER,Clovis;Fresno City;Madera;Reedley College,2018-19,182791549,94374574,51.63,,,109899817,11810486,214429678,69347245,295587409,not-published
570,STATE CENTER,Clovis;Fresno City;Madera;Reedley College,2019-20,186087053,96112098,51.65,31976.99,5819,139020533,,,,,not-published
570,STATE CENTER,Clovis;Fresno City;Madera;Reedley College,2020-21,184990858,94929588,51.32,31542.13,5865,119104911,27742568,230366658,72086081,330195307,state-funded
570,STATE CENTER,Clovis;Fresno City;Madera;Reedley College,2021-22,204730312,104695375,51.14,,,,38185432,255022150,75126236,368333818,not-published
570,STATE CENTER,Clovis;Fresno City;Madera;Reedley College,2022-23,228801086,116283937,50.82,31727.29,7211,175804657,36370868,281734029,82096755,400201652,state-funded
570,STATE CENTER,Clovis;Fresno City;Madera;Reedley College,2023-24,260411814,130338268,50.05,32043.12,8127,162617501,22949627,317646528,88948511,429544666,not-published
680,VENTURA,Moorpark;Oxnard;Ventura,2009-10,121829191,64500178,52.94,,,,10026190,81159782,71145996,162331968,not-published
680,VENTURA,Moorpark;Oxnard;Ventura,2010-11,116842654,62404708,53.41,,,,5980270,86929725,68573699,161483694,not-published
680,VENTURA,Moorpark;Oxnard;Ventura,2011-12,115298826,61215744,53.09,,,,4615617,71175885,70476427,146267929,not-published
680,VENTURA,Moorpark;Oxnard;Ventura,2012-13,111519538,59362048,53.23,,,,4380928,66085716,76243506,146710150,not-published
680,VENTURA,Moorpark;Oxnard;Ventura,2013-14,116732357,61405626,52.6,,,,5050441,80750406,73018887,158819734,not-published
680,VENTURA,Moorpark;Oxnard;Ventura,2014-15,122503697,65345981,53.34,,,,4610544,89437669,75993467,170041680,not-published
680,VENTURA,Moorpark;Oxnard;Ventura,2015-16,132505357,71997135,54.34,,,,4426788,118196335,84278104,206901227,not-published
680,VENTURA,Moorpark;Oxnard;Ventura,2016-17,137636864,74131731,53.86,,,,4040085,109840950,87744158,201625193,not-published
680,VENTURA,Moorpark;Oxnard;Ventura,2017-18,136264125,73532732,53.96,,,,4196131,119268175,91881737,215346043,not-published
680,VENTURA,Moorpark;Oxnard;Ventura,2018-19,148246193,78196549,52.75,,,50341252,4636134,125659535,100277301,230572970,not-published
680,VENTURA,Moorpark;Oxnard;Ventura,2019-20,155913351,81085217,52.01,26013.7,5994,67156721,,,,,not-published
680,VENTURA,Moorpark;Oxnard;Ventura,2020-21,161612296,80887646,50.05,25384.67,6367,48685408,16905891,127744123,100486386,245136400,state-funded
680,VENTURA,Moorpark;Oxnard;Ventura,2021-22,162960595,81617781,50.08,,,,36302665,133751275,106046324,276100264,not-published
